"셀id(ID)","x좌표(X_COORD)","y좌표(Y_COORD)","성별(AS_GNDR_CD)","연령대(AGE_GR_SCTN_CD)","주중보행인구수(WKDY_FLPOP_CNT)","주말보행인구수(WKND_FLPOP_CNT)","거주지코드(INFLOW_ADMIN_CD)","행정동코드(ADMI_CD)","기준년월(STD_YM)"
"4*5*4*3*",189635.178205315,543725.016961744,"1","4549",1.1065,0,"11260690","11110600","201711"
"4*7*6*6*",190639.870019769,544404.801810289,"2","4044",0.1512,0.2016,"11470620","11680580","201710"
"4*7*0*1*",189338.385476745,543915.452957169,"2","4044",0.0624,0.2548,"11620615","11140665","201704"
"4*7*1*5*",188777.292601769,543566.542697328,"1","4549",0.0056,0.0784,"11530595","11440720","201603"
"4*7*7*2*",189440.498607439,543667.595267215,"2","2529",0.2349,0,"11680660","11560515","201606"
"4*5*2*6*",189684.113242842,542677.753226625,"2","2529",0.0189,1.4256,"11470650","11440660","201711"
"4*9*4*4*",189992.574570859,544522.29985097,"1","5559",0.3326,0,"11290660","11230705","201603"
"4*4*6*2*",190617.059466888,543760.161170982,"1","4549",0.4268,0.1428,"11560650","11230570","201610"
"4*5*0*9*",190492.003526365,544155.353495021,"2","2024",0.1389,0,"28170","11230536","201704"
"4*6*1*2*",188229.991842692,543864.396231691,"1","4549",0.5902,0.4823,"11710550","11260655","201603"
"4*4*4*1*",189833.040021536,544018.096921135,"2","6569",0.0794,0,"41220","11560515","201603"
"4*4*5*6*",190638.809287058,542958.637198106,"1","2024",0.0476,0,"11500530","11545670","201801"
"4*7*7*1*",189582.530234994,543371.862956281,"1","2024",0.0984,0,"11170570","11380631","201703"
"4*8*8*3*",190128.771803427,542628.817826676,"1","2024",1.5551,0.1976,"11410565","11170570","201603"
"4*7*3*4*",190367.079688359,545018.545300871,"1","4044",1.4261,0,"11380640","11305606","201608"
"4*7*7*7*",189086.815242198,543368.680696848,"1","2024",0.0381,0.0277,"41461","11350630","201611"
"4*5*2*9*",189887.279179409,543265.506708644,"2","2024",0.04,0.1032,"43114","11470520","201609"
"4*7*0*9*",190893.032019304,545374.883705399,"2","1519",0.3498,0,"11500570","11470680","201606"
"4*3*2*3*",190691.987395231,544819.092250903,"2","3034",0.015,0.0132,"11560720","11530520","201712"
"4*7*6*6*",189374.059187535,543812.278679028,"1","4044",0.0477,0,"11560650","11740515","201602"
"4*7*9*6*",189838.344054899,544612.742498223,"2","4549",0.069,0,"11620585","11170510","201601"
"4*6*9*5*",190649.415633978,544457.980532626,"1","3539",0,0.7668,"11530740","11290660","201701"
"4*7*9*6*",189475.642410068,543222.405523653,"1","5559",0.2266,0.0239,"11620735","11680650","201611"
"4*5*5*5*",189884.096758966,542626.69664313,"1","2024",0.94,0,"11530740","11305534","201604"
"4*4*7*6*",190074.531919703,544873.332472961,"1","2529",0.0498,0.1004,"41370","11530550","201701"
"4*6*7*6*",190416.545035712,545068.010635315,"1","3539",0,0.029,"11260655","11710510","201609"
"4*4*2*3*",190844.09666815,543766.526201549,"1","3034",0.1443,0.1872,"41465","11710610","201701"
"4*7*6*4*",188969.848339079,543920.226882508,"1","4044",0.2192,0.4384,"11545510","11470670","201606"
"4*4*0*4*",189727.743687319,544607.437384714,"1","3539",0.4851,0,"11560720","11500615","201701"
"4*5*2*8*",189987.27097099,542580.412695922,"1","1519",0.933,0.0356,"11215710","11620575","201610"
"4*5*0*9*",190528.208831308,544712.203648727,"2","4549",0.1104,0.2402,"11470640","11740580","201611"
"4*7*4*8*",190588.282943091,544612.742498223,"1","5559",0.1555,0,"11560560","11350625","201606"
"4*9*0*0*",190477.6823909,545406.308694189,"1","4549",0.149,0,"11590680","11560535","201607"
"4*8*2*5*",189370.87595463,544509.037320906,"1","4044",0.0588,0,"42230","11680740","201704"
"4*8*3*0*",190586.161390832,543668.12567614,"1","5559",0,0,"11740640","11305575","201708"
"4*8*9*6*",188873.040063951,543814.400377662,"1","1519",0.3262,0.1117,"11530530","11740685","201712"
"4*7*6*7*",188728.357802191,542925.081542964,"2","4044",1.7105,0,"11530760","11545680","201702"
"4*9*6*2*",189884.627175985,544866.435454544,"1","2529",0.1404,0,"11200645","11290660","201703"
"4*8*4*4*",190190.967198557,544220.732833296,"1","2529",1.035,0,"11470650","11500641","201712"
"4*6*1*5*",190138.319463159,543717.060739826,"2","5559",0.1154,0.1107,"41173","11170570","201605"
"4*7*7*0*",189885.687993689,544224.976589224,"2","4044",0.7912,0,"11500535","11260575","201704"
"4*7*0*0*",190994.614991963,543920.757319011,"1","4549",0,0,"11530595","11215820","201605"
"4*6*8*1*",191344.587203335,544810.073177546,"1","5054",0.1227,0.1555,"41370","11140650","201601"
"4*2*0*5*",189887.809563759,544315.950352828,"1","5054",0.2292,0.353,"11620545","11140520","201606"
"4*7*7*8*",190236.720154936,542681.465337701,"1","2024",0,0,"11740550","11680600","201710"
"4*4*4*2*",191196.720287255,542921.899575023,"1","3034",0,0.43,"43770","11140605","201604"
"4*8*1*2*",189371.406507057,543815.461227403,"1","4044",0.8908,0,"43730","11170510","201707"
"4*4*6*2*",190746.756208956,543319.215169504,"1","6064",0,0.8536,"28170","11650620","201601"
"4*5*9*2*",190522.373215797,544102.705453479,"2","3539",0.497,0,"11500530","11230560","201601"
"4*6*7*6*",190316.553151662,543426.63233013,"2","2529",0.18,0.1032,"11530530","11305630","201608"
"4*4*3*6*",189889.931046702,544713.26469391,"2","1014",0.5231,0.063,"11290705","11710631","201611"
"4*7*3*0*",190125.05834823,545371.70013672,"2","5559",0.56,0,"11170510","11260660","201703"
"4*6*3*1*",190023.474965199,543523.441928437,"1","2529",0.073,0,"11620745","11170580","201606"
"4*5*9*5*",190120.814072769,544004.835766328,"2","7074",0.3104,0.029,"11530720","11200535","201710"
"4*5*4*3*",189582.530234994,544508.50682062,"1","6064",0.4191,0,"11170570","11410565","201612"
"4*7*9*2*",189836.222506896,542970.30450721,"2","1519",0.1967,0,"11440680","11620775","201602"
"4*7*4*4*",188476.257096429,544452.14509476,"1","3539",0.037,0.1599,"11620525","11530550","201612"
"4*8*5*9*",189724.560680116,544019.157815427,"2","4044",0.6725,0,"48170","11290630","201705"
"4*6*5*8*",190535.104618462,542525.64411141,"1","4044",0.2006,0.5843,"11545620","11305534","201701"
"4*6*6*0*",189173.014839255,542783.048335948,"1","3539",0.0321,0.0277,"11710642","11140520","201711"
"4*6*8*8*",190271.862945343,542829.332155116,"2","1519",0.2782,0.0202,"30200","11740550","201605"
"4*7*3*9*",189481.477649892,543912.800778899,"1","3539",0.0616,0.0609,"30170","11710520","201711"
"4*7*3*0*",190498.367201266,543922.348628945,"1","3539",0,0.069,"11680750","11440610","201708"
"4*8*7*7*",189339.446216668,542723.506766477,"2","5054",0,0,"11545630","11740660","201704"
"4*6*1*2*",190847.808758151,543860.15279199,"2","4549",0.0554,0.1176,"11560560","11500593","201702"
"4*6*5*8*",190396.784453016,545119.59822656,"1","6064",0,0.3448,"11290660","11290705","201706"
"4*6*8*8*",190538.817353478,543373.984463991,"2","3539",0.012,0,"11470520","11620615","201703"
"4*2*8*5*",189372.998131676,543970.222796288,"1","1014",0.0554,0,"11620765","11410585","201701"
"4*4*3*6*",190318.144927298,542780.927084766,"2","4044",0.0221,0,"31140","11410615","201706"
"4*4*6*8*",189791.530330806,544956.877309025,"1","4549",0.248,0,"30200","11410660","201601"
"4*6*1*1*",189121.957952829,543474.506757268,"1","6064",2.0533,0,"28237","11650550","201702"
"4*7*0*6*",189969.765228266,543072.948057783,"1","3034",0.5544,0.0094,"11590660","11230650","201602"
"4*7*4*4*",188680.483909225,543921.818192229,"2","2529",0.0161,0.8918,"41465","11350580","201704"
"4*7*1*6*",190582.448464742,545473.814415145,"2","2529",0.6699,0.2841,"41461","11380600","201612"
"4*8*9*6*",190746.756208956,544820.683854204,"2","5559",0,0,"11530530","11650560","201608"
"4*7*7*9*",190592.52578624,543865.457092322,"1","2529",0.3445,0,"11710647","11320514","201703"
"4*6*7*5*",188622.000158713,544973.85491435,"2","5559",0.3428,0.0697,"48330","11410520","201611"
"4*4*3*7*",190517.598131308,544557.441602522,"1","3034",0,0,"11590650","11350612","201611"
"4*5*0*8*",190586.691787065,544821.21438878,"2","5054",0.0924,0,"11545610","11215760","201604"
"4*6*0*9*",190336.181626727,544719.630970933,"2","6569",0.1252,0.1468,"41135","11530770","201712"
"4*7*7*1*",190143.092631441,544255.345016901,"1","4044",0.1318,0.0327,"41650","11530540","201705"
"4*5*6*9*",189135.219849193,543465.490171,"2","1519",0.0251,0.075,"11440660","11290620","201707"
"4*6*0*8*",190528.739309142,542582.00356864,"2","4044",0.0996,0,"28140","11140650","201601"
"4*7*5*9*",191246.716323185,544565.399193758,"2","4549",0.0536,0,"11560620","11350665","201801"
"4*6*3*0*",190178.767722587,544655.841617819,"1","6569",0.0484,0,"11590651","11650581","201702"
"4*8*1*1*",190482.456543762,544108.010016221,"2","2024",0.07,0.0231,"11545670","11680565","201609"
"4*5*1*4*",190090.445010467,544006.957548145,"1","4549",0.1218,0,"44270","11650530","201610"
"4*7*7*9*",190069.226467204,544022.870947669,"1","6569",0,0,"46170","11710632","201707"
"4*6*1*4*",190596.768280878,543022.421776724,"1","4044",0.0575,0.4494,"41370","11560700","201609"
"4*5*4*0*",189037.880213517,544404.801810289,"1","4044",0.7002,0.4418,"11680700","11305660","201706"
"4*9*2*9*",188532.088000841,545373.822515554,"1","5054",0.171,0.2028,"11590550","11740590","201612"
"4*7*3*2*",190236.720154936,544203.227387901,"2","2024",0.706,1.2441,"41285","11710531","201712"
"4*6*2*0*",190569.185836568,543070.826681329,"2","4044",0,0.0302,"11230610","11500591","201701"
"4*6*5*8*",190037.797259506,543464.429397492,"1","5559",0.0842,0.0756,"11470560","11500530","201704"
"4*7*9*7*",190093.096715815,544255.345016901,"1","3539",0.3588,0.0277,"11680640","11380580","201606"
"4*5*0*0*",190225.580701072,544009.079331085,"1","7074",0,0.0679,"11500604","11320514","201607"
"4*4*0*5*",190795.691604318,543555.404357863,"2","5054",0.0928,0.3066,"11440660","11470540","201607"
"4*7*9*6*",188824.105341436,543022.9521155,"2","6064",0.035,0.0396,"11140540","11215730","201601"
"4*9*0*0*",190172.932172433,544603.193298957,"2","7074",0.8934,0,"11560620","11710646","201706"
"4*6*2*8*",190445.189507806,543173.470297319,"2","2024",0.0234,0.03,"11740570","11170630","201606"
"4*6*3*1*",190231.946397298,544663.268851972,"2","2529",0.387,0.0448,"11380570","11260570","201612"
"4*8*7*6*",190075.062435011,543264.445978696,"1","3034",0.0413,0,"41190","11560535","201708"
"4*7*7*2*",189728.804646163,542918.187282321,"1","4044",0.0398,0.0666,"11530550","11470611","201605"
"4*5*0*8*",190897.804756102,543865.987522742,"1","6064",0.516,0.1936,"29200","11710580","201712"
"4*6*7*7*",190321.858879911,543521.850748758,"1","3539",0.2334,0,"11500540","11350619","201602"
"4*3*4*1*",190270.801843388,543813.869952899,"2","3539",0.4564,0.7155,"11560610","11440660","201701"
"4*3*9*9*",189992.574570859,544473.895406438,"2","6569",0.0468,0,"11560700","11320521","201603"
"4*8*6*2*",188631.018606571,543664.412815157,"2","5559",0.0242,0.0538,"11470510","11620665","201609"
"4*6*3*9*",188732.071014915,544820.683854204,"1","5054",0,0,"11170530","11740600","201608"
"4*3*2*4*",189624.038426259,543369.211073243,"1","5559",2.334,0.1037,"11545710","11530750","201705"
"4*7*7*2*",189822.960858109,543126.656449644,"2","1519",0.057,0,"11545510","11215820","201601"
"4*6*3*3*",190071.879261507,544670.696099935,"1","1014",0.8147,0.0514,"11590550","11200560","201609"
"4*7*7*8*",189525.107748942,543567.073095219,"2","1014",0.0525,0,"11500640","11140615","201611"
"4*6*2*8*",189827.735443685,544607.967895748,"2","3539",0.35,0.1498,"44150","11590560","201710"
"4*8*6*4*",191246.716323185,543517.607606063,"2","7074",0.175,0.0876,"11410620","11650600","201705"
"4*7*1*3*",189274.598049778,543864.396231691,"1","5054",0.0109,0,"11620625","11710710","201706"
"4*7*7*1*",189080.450153482,544862.72168035,"1","3539",0.2862,0,"11545670","11680730","201612"
"4*4*5*7*",190381.403760099,545271.708280396,"1","3034",0,0.0431,"47730","11200590","201604"
"4*5*0*8*",189893.113107762,544912.186972229,"1","3539",0,0,"41135","11500593","201703"
"4*4*0*9*",190648.35509731,542831.453427222,"1","4549",0.1234,0,"11410615","11320670","201605"
"4*4*3*6*",189119.835733634,543422.919651781,"1","4044",0.1305,0.4389,"11620735","11470550","201610"
"4*5*2*8*",190332.999137119,545372.761325995,"2","3539",0.6936,0.09,"11470560","11140665","201607"
"4*7*1*1*",189678.808776007,543819.174203721,"2","5559",0.0277,0.0748,"11290705","11350625","201610"
"4*5*0*8*",190795.691604318,544371.251075057,"1","2529",0.022,0,"11260660","11710590","201607"
"4*9*4*3*",190389.359862671,543567.073095219,"2","4044",0.7113,0,"11560700","11350710","201607"
"4*7*3*1*",190436.173516034,542580.942986756,"2","5054",0.0879,0,"11305545","11170700","201709"
"4*9*4*3*",190141.501624354,544353.214605071,"2","2024",0.0001,1.1053,"11560650","11650600","201610"
"4*7*7*9*",189722.438566427,542831.453427222,"1","5559",0.1173,0,"41570","11260540","201606"
"4*8*7*7*",189073.02322571,543617.068976826,"2","2529",0,0.219,"11470640","11170520","201701"
"4*8*9*5*",190445.189507806,544667.512991967,"2","7074",0.0437,0,"11530510","11110700","201605"
"4*5*8*1*",190320.2672186,545374.883705399,"1","2529",0.0518,0,"11560630","11530720","201606"
"4*4*3*6*",188432.096526474,544059.605581738,"1","1519",0.1089,0,"11590605","11620765","201708"
"4*4*8*7*",189371.406507057,543564.951504074,"1","7074",0,0.0962,"11680750","11680510","201706"
"4*4*5*8*",189733.048263756,544905.820445715,"1","5054",0,0,"11380690","11650651","201605"
"4*5*6*0*",188777.823088022,544866.435454544,"1","1014",0.0246,0,"11545630","11710680","201711"
"4*3*6*1*",190235.128951396,542971.895506557,"2","4549",0.1904,0,"11530770","11710562","201801"
"4*6*6*3*",190186.193833603,543963.857498437,"1","4549",0.0269,0.0276,"28170","11350619","201606"
"4*5*0*0*",189937.275072476,544272.32017637,"2","7074",0.001,0,"11500530","11140520","201707"
"4*7*5*8*",189485.721046869,545205.795036882,"2","6064",1.195,0,"41117","11500590","201701"
"4*6*9*4*",189734.109113706,542727.749218418,"1","4044",0.0546,0,"41111","11320521","201701"
"4*7*6*3*",189976.131638905,544251.631710357,"1","1519",0.5878,0,"41273","11230650","201705"
"4*6*0*9*",189341.037285708,544209.592995544,"2","5054",0.1298,0.6627,"47150","11545670","201609"
"4*6*2*7*",190422.381308408,542921.369247281,"1","4044",0,0,"45130","11350600","201702"
"4*7*9*6*",188992.657621091,545223.834665637,"1","3034",1.072,0,"11710620","11230720","201708"
"4*5*2*6*",188779.944978593,543027.194828256,"1","3034",0.1625,0,"11350595","11680630","201610"
"4*5*4*1*",188726.235846565,542678.283527991,"2","2024",0.3022,0.0251,"11530770","11440710","201703"
"4*7*4*4*",188937.888628711,542779.866459603,"2","5054",0,0,"11530740","11590650","201610"
"4*6*1*1*",190437.764687759,542377.77727437,"1","3034",0,0.8406,"41133","11740520","201710"
"4*3*1*8*",190428.747400048,544121.271453838,"2","6569",0.1806,0,"11500620","11620695","201603"
"4*6*6*2*",189125.671626816,544021.279604853,"1","2024",0,0.0577,"11650652","11170560","201606"
"4*7*6*7*",188280.518013429,543422.389269443,"1","2024",0.1284,0,"11470640","11260630","201603"
"4*4*5*8*",190645.703660333,542972.425839816,"1","5054",0.0855,0.0193,"48125","11200720","201706"
"4*8*2*7*",189729.865583231,543420.267740804,"2","5054",0.171,0,"45770","11500611","201610"
"4*4*6*2*",189634.117377425,544665.390921403,"1","6064",0,0,"11500640","11140605","201604"
"4*7*4*8*",188976.214732813,543174.531007895,"1","3539",7.3426,0.045,"11545690","11170660","201710"
"4*6*1*1*",191146.193963218,543760.691589808,"1","4549",0.029,0,"44180","11320511","201608"
"4*7*5*1*",190178.767722587,545271.708280396,"2","2024",0.1266,0.126,"11620565","11620625","201609"
"4*4*3*8*",189937.805456896,544568.582234696,"1","2529",0.2282,0.077,"11500510","11230740","201604"
"4*3*2*2*",190021.883354157,544353.214605071,"1","2529",0.0298,0,"11620525","11440630","201607"
"4*4*0*5*",189822.960858109,545272.238864111,"1","7074",0.0876,0.0406,"29200","11710532","201704"
"4*5*0*8*",189170.362105744,542978.789844461,"2","3034",0.36,0,"28245","11710510","201610"
"4*4*0*3*",190071.348713534,543714.939083342,"1","5559",0.0325,0.0277,"11530530","11305590","201706"
"4*6*8*1*",191044.611005821,543806.974437368,"1","4044",0.0603,0,"11530760","11410710","201612"
"4*4*2*2*",190366.549090966,544309.584604399,"1","4549",0,0.3045,"44800","11200650","201709"
"4*7*5*9*",190388.829493948,543169.757812541,"1","6569",0.2294,0,"11545510","11500570","201711"
"4*6*3*3*",190273.454557445,545255.790801831,"2","3034",0.0771,0,"11545710","11710532","201602"
"4*6*2*9*",189424.585544222,542377.24700575,"1","3539",0.0459,0.1137,"11470600","11110690","201705"
"4*6*2*6*",189581.4693528,543775.543345621,"1","3034",0.0554,0.0688,"11470550","11410565","201612"
"4*7*6*4*",191197.780858172,543815.991652381,"2","2024",0.0432,0.1332,"11380551","11680670","201611"
"4*6*2*9*",190745.695617544,544315.950352828,"1","3539",0.7868,0,"11545700","11740550","201708"
"4*6*7*4*",190324.511539884,543920.757319011,"1","6569",0.1579,0,"11530530","11230600","201602"
"4*7*0*6*",190378.220976043,544406.393277219,"2","5559",0.2132,0.0746,"11500604","11410720","201702"
"4*4*7*6*",191197.780858172,543823.417609478,"1","4044",0,0.202,"11560560","11710680","201703"
"4*8*2*7*",190472.90779703,544971.202158744,"1","2529",0.3225,0.3944,"11470680","11110690","201701"
"4*7*9*6*",190090.445010467,544055.892423724,"2","5559",0.2016,0.1313,"11500603","11500590","201707"
"4*6*7*7*",190894.0926656,544720.161494479,"1","1519",0.1552,0,"11545630","11410710","201603"
"4*8*6*4*",188884.710465151,543009.163330372,"2","6064",0.1483,1.1124,"11470670","11305590","201705"
"4*5*2*8*",189380.425065349,542674.041119045,"2","4549",0.1521,0.0274,"48125","11290650","201703"
"4*4*6*1*",190943.028022056,543814.400377662,"1","4044",0.0133,0,"11500615","11110580","201611"
"4*5*0*8*",190893.032019304,543621.84261005,"1","4549",0.0783,0,"28185","11590651","201609"
"4*7*0*8*",188770.395785027,543076.660469314,"2","4549",0.07,0,"11260575","11110600","201701"
"4*7*0*9*",188971.970557432,543320.806282777,"2","4549",0.34,0.7002,"11560605","11740570","201609"
"4*8*7*7*",190845.687596538,544713.795216608,"1","2024",0,0,"11170580","11320511","201611"
"4*6*2*7*",190419.197968598,543223.996605534,"2","5559",0.0062,0,"11260590","11620565","201608"
"4*6*7*5*",190482.456543762,542226.728792782,"1","2529",0,0.1686,"41210","11170530","201601"
"4*4*8*8*",189885.15758756,543660.699957628,"1","7074",0.3567,0.0596,"41133","11710641","201604"
"4*6*9*5*",190069.757036954,544323.37707219,"1","7074",0.296,0.0266,"28260","11470520","201708"
"4*5*9*2*",190394.132936132,543672.899359645,"1","1519",0.0262,0.147,"41281","11350600","201611"
"4*6*9*3*",190040.979452527,544654.250069432,"1","3034",0,0.4973,"11560720","11530750","201612"
"4*3*3*7*",190649.415633978,542922.429902834,"1","4549",0.0577,0,"47930","11470640","201605"
"4*3*9*1*",190143.622956245,544303.218866085,"1","6064",0.0782,0,"11545620","11620695","201709"
"4*5*2*8*",190192.027886425,545157.390984205,"1","4549",0.0518,0.303,"11710520","11740580","201702"
"4*5*6*0*",189534.125662923,544816.439580151,"1","6064",0.265,0.1054,"11740700","11620630","201706"
"4*5*0*0*",190533.513364639,544864.313297438,"2","6064",0.14,0.0014,"28170","11410720","201712"
"4*7*6*6*",190337.242413036,544274.97255158,"2","5054",0.2376,0.1672,"11650660","11710561","201603"
"4*7*9*7*",189325.124390064,543515.486036415,"1","1014",0.3016,1.9023,"11530750","11230660","201801"
"4*7*3*0*",190340.42464128,542631.469307717,"2","1519",0.0404,0.0618,"41115","11320513","201610"
"4*4*2*5*",189188.398009484,543968.631470868,"1","1014",0.0073,0.1504,"11740700","11320680","201612"
"4*6*1*1*",189933.562229075,542327.251018902,"1","3034",0.0244,0.2412,"11320522","11680521","201705"
"4*7*9*4*",189373.528662327,543667.06485836,"2","3539",0.1784,0,"31170","11140645","201611"
"4*6*3*0*",189739.413036756,544413.289641213,"2","2024",2.9164,0.5733,"41273","11215810","201606"
"4*7*5*3*",188980.45855975,544516.994833645,"2","5559",0.9656,0.329,"11230560","11710531","201604"
"4*3*6*1*",189935.683886546,543368.150320522,"1","4044",0,0.0398,"41281","11740560","201608"
"4*8*3*0*",190998.857316905,543517.607606063,"2","1519",0.1911,0,"41281","11560560","201603"
"4*6*0*7*",190439.886173822,544353.745088323,"2","3539",0.2006,0,"28170","11140665","201609"
"4*5*5*6*",189529.882134704,544662.738334789,"2","4044",0.028,0,"45140","11500535","201703"
"4*7*0*9*",190435.112707661,543476.628309962,"2","5054",0.033,0.4104,"11560515","11305545","201605"
"4*6*2*9*",190567.594092529,543870.230968657,"1","5559",0.0174,0,"11440720","11200650","201706"
"4*7*4*6*",191194.599080073,545424.349065717,"1","3539",0.8268,0.1108,"11530530","11500540","201610"
"4*7*1*5*",189928.788181239,543420.798122858,"1","4549",0.5772,0,"41670","11305535","201704"
"4*7*1*5*",188875.16215108,543517.077213544,"2","7074",0.0776,0,"41135","11170510","201704"
"4*3*1*8*",190521.842672632,542575.109791512,"1","6064",0.0146,0,"11530530","11440700","201602"
"4*6*7*4*",189727.743687319,543273.46219228,"1","3539",0.6212,0,"26230","11710531","201706"
"4*7*4*8*",190993.024030256,543572.37707804,"2","4044",1.5595,0.028,"28140","11215710","201707"
"4*6*1*3*",189691.008235708,543305.955916929,"2","5559",0.2706,0,"42780","11410710","201602"
"4*4*0*6*",189576.164615139,543665.473632227,"1","4044",0.0996,0.0972,"11590660","11440610","201605"
"4*9*8*2*",190744.104689579,543568.664289322,"1","3539",0.1403,0,"28185","11560650","201703"
"4*4*0*8*",190698.881344677,544465.407465828,"2","2529",0.7268,0.029,"41250","11230730","201607"
"4*4*3*8*",189725.621704294,544452.675588763,"1","4044",0.0763,0,"11350710","11545670","201606"
"4*6*7*4*",188678.892516219,543964.918380706,"2","4044",2.5693,0,"11740650","11350695","201704"
"4*7*7*2*",188524.130793948,542977.198842338,"1","2529",0.1209,0.0876,"11590640","11290600","201706"
"4*3*5*6*",190425.564452227,543507.530160279,"1","7074",0.2454,0,"11560550","11200720","201706"
"4*5*5*5*",189635.178205315,544223.915649815,"2","1519",0,0.0589,"11620735","11200790","201604"
"4*3*3*7*",190181.420027601,543825.539314064,"2","1519",0.2044,0.6426,"11560690","11110680","201602"
"4*7*5*0*",189225.663251953,542526.704680971,"2","5559",0.087,0.2248,"11230705","11260520","201603"
"4*3*9*1*",190368.140866815,542881.979780571,"1","1519",0.5085,0.2142,"11680640","11530770","201801"
"4*9*4*3*",190293.080410994,544256.405962258,"1","2529",0.0342,0.186,"11290600","11410615","201704"
"4*9*6*2*",190994.08467684,543525.563502342,"2","3539",0,0,"41430","11320512","201603"
"4*3*7*6*",189271.41485038,544610.089940589,"1","2024",0.1264,0,"11470620","11200645","201611"
"4*7*3*0*",190632.974867819,543163.393560993,"1","5559",0.2352,0.299,"11440565","11305575","201709"
"4*6*1*4*",190493.064193305,544404.271321453,"2","3034",0.0277,0,"11530550","11680650","201705"
"4*6*2*7*",189937.275072476,544613.27300996,"2","6569",0.0424,0,"11410620","11620645","201702"
"4*8*2*7*",190791.979362335,543061.810844043,"2","4044",0.35,0,"11305630","11200535","201710"
"4*4*3*8*",190073.470872759,544370.190103977,"1","5054",0.0469,0,"11545510","11470670","201607"
"4*6*2*7*",188870.387332543,544149.518420342,"2","2024",0.7752,0.0601,"11560515","11260600","201610"
"4*8*9*5*",189887.809563759,543410.19049524,"1","3539",0.0335,0,"11410685","11110670","201706"
"4*8*4*3*",189675.095325262,544104.827277737,"1","5559",0,0,"11470560","11530530","201601"
"4*6*2*5*",190567.063500295,543910.679037549,"2","5054",0.35,0,"11620645","11140605","201705"
"4*7*7*7*",189833.570449373,544420.716508067,"1","4549",0.1384,0.2736,"41310","11620645","201603"
"4*7*0*9*",190466.540985903,544615.395057615,"1","5559",0,0.068,"11560690","11680656","201702"
"4*7*7*2*",189375.120221615,543511.773292247,"1","6064",0.0157,0.029,"41390","11200590","201704"
"4*5*0*0*",190996.205904659,542624.0451653,"2","5559",0.2132,0.0546,"11470680","11560670","201801"
"4*5*9*5*",190428.216922354,545074.3773773,"2","4044",0.1162,2.8008,"11620685","11650531","201710"
