업종명,업소명,소재지(도로명),소재지(지번),업태명,
휴게음식점,마포구고용복지지원센터(북카페산책),서울특별시 마포구 매봉산로 18 (상암동  1층일부),서울특별시 마포구 상암동 1640 1층일부 ,커피숍,
휴게음식점,마포시니어클럽 노고산점,서울특별시 마포구 신촌로26길 10  1층 (노고산동),서울특별시 마포구 노고산동 1-50 ,커피숍,
휴게음식점,마포시니어클럽 카페리(합정점),서울특별시 마포구 동교로8길 58 (합정동  1층일부),서울특별시 마포구 합정동 459-5 ,커피숍,
휴게음식점,마포청소년문화의집,서울특별시 마포구 상암산로1길 67 (상암동  1층일부),서울특별시 마포구 상암동 1688 1층일부 ,커피숍,
휴게음식점,말릭(Malic),서울특별시 마포구 와우산로29바길 20 (서교동  지1층일부),서울특별시 마포구 서교동 347-30 지1층우층일부 ,커피숍,
휴게음식점,맘마미아 오븐,서울특별시 마포구 도화2길 2  1층 (도화동),서울특별시 마포구 도화동 344 ,커피숍,
휴게음식점,망원다방,서울특별시 마포구 포은로 118 (망원동  1층일부),서울특별시 마포구 망원동 423-20 1층일부 ,커피숍,
휴게음식점,망원동미쓰리,서울특별시 마포구 방울내로 66 (망원동  1층),서울특별시 마포구 망원동 475-42 ,커피숍,
휴게음식점,망원마중,서울특별시 마포구 월드컵로25길 70 (망원동  1층일부),서울특별시 마포구 망원동 427-16 1층일부 ,커피숍,
휴게음식점,매머드 익스프레스 공덕동점,서울특별시 마포구 마포대로 143  마포공덕파크팰리스 Ⅱ 1층 109호 (공덕동),서울특별시 마포구 공덕동 462 마포공덕파크팰리스 Ⅱ ,커피숍,
휴게음식점,매머드 익스프레스 마포트라팰리스점,서울특별시 마포구 마포대로 53  마포트라팰리스 1층 120호 (도화동),서울특별시 마포구 도화동 559 마포트라팰리스 ,커피숍,
휴게음식점,매머드 익스프레스 상암사보이시티점,서울특별시 마포구 월드컵북로54길 17 (상암동  사보이시티디엠씨1층 104호),서울특별시 마포구 상암동 1597 사보이시티디엠씨1층 104호 ,커피숍,
휴게음식점,매머드 익스프레스 상암중앙점,서울특별시 마포구 월드컵북로 402  케이지아이티센터 1층 142호 (상암동),서울특별시 마포구 상암동 1601 케이지아이티센터 ,커피숍,
휴게음식점,매머드 익스프레스 소담길점,서울특별시 마포구 마포대로8길 9  1층 106호 (공덕동),서울특별시 마포구 공덕동 249-12 ,커피숍,
휴게음식점,매머드익스프레스 마포구청점,서울특별시 마포구 월드컵로34길 13  상암 월드시티 1동 1층 104-2호 (성산동),서울특별시 마포구 성산동 590-5 상암 월드시티 ,커피숍,
휴게음식점,매머드익스프레스 메세나폴리스점,서울특별시 마포구 양화로 45  몰동 지1층 B181호 (서교동  메세나폴리스),서울특별시 마포구 서교동 490 메세나폴리스 ,커피숍,
휴게음식점,매머드익스프레스 애오개역점,서울특별시 마포구 마포대로 225 (오른쪽) 1층 (아현동),서울특별시 마포구 아현동 270-19 ,커피숍,
휴게음식점,매머드커피(MAMMOTH COFFEE)마포합정점,서울특별시 마포구 월드컵로1길 14  B120호 (합정동  마포 한강 푸르지오),서울특별시 마포구 합정동 472 마포 한강 푸르지오 ,커피숍,
휴게음식점,매머드커피상암DDMC점,서울특별시 마포구 매봉산로 75 (상암동  디디엠씨지1층B107호일부(푸드코트내19호)),서울특별시 마포구 상암동 1610 디디엠씨지1층B107호일부(푸드코트내19호) ,커피숍,
휴게음식점,맥서브 호야커피,서울특별시 마포구 새창로 7 (도화동  서울대학교 총동창회 장학빌딩 2층일부),서울특별시 마포구 도화동 565 서울대학교 총동창회 장학빌딩 2층일부 ,커피숍,
휴게음식점,먼스스컬프쳐,서울특별시 마포구 성산로2길 21-31 (성산동  황금타운 1층),서울특별시 마포구 성산동 277-16 ,커피숍,
휴게음식점,메가엠지씨커피 광흥창역점,서울특별시 마포구 독막로 145  근린생활시설(2단지)동 1층 101호 (창전동  서강쌍용예가),서울특별시 마포구 창전동 444 서강쌍용예가 ,커피숍,
휴게음식점,메가엠지씨커피 마포구청점,서울특별시 마포구 모래내로1길 9  1층 102호 (성산동),서울특별시 마포구 성산동 592-8 ,커피숍,
휴게음식점,메가엠지씨커피 마포성산점,서울특별시 마포구 성미산로 43  지1층 일부 (성산동),서울특별시 마포구 성산동 243-5 ,커피숍,
휴게음식점,메가엠지씨커피 마포시민공원점,서울특별시 마포구 망원로 19  1층 102호 (망원동  참존아파트),서울특별시 마포구 망원동 419-3 참존아파트 ,커피숍,
휴게음식점,메가엠지씨커피 마포아트센터점,서울특별시 마포구 대흥로20길 28  마포아트센터 1층 일부호 (대흥동),서울특별시 마포구 대흥동 30-3 마포아트센터 ,커피숍,
휴게음식점,메가엠지씨커피 마포용강점,서울특별시 마포구 큰우물로 49  엘지상가 1층 101 102호 (염리동),서울특별시 마포구 염리동 174-18 엘지상가 ,커피숍,
휴게음식점,메가엠지씨커피 마포중앙점,서울특별시 마포구 월드컵로 151  1층 일부호 (망원동),서울특별시 마포구 망원동 474-15 ,커피숍,
휴게음식점,메가엠지씨커피 망원망리단길점,서울특별시 마포구 동교로 39  1층 코너호 (망원동),서울특별시 마포구 망원동 338-79 ,커피숍,
휴게음식점,메가엠지씨커피 서울공덕초교점,서울특별시 마포구 만리재옛길 6  1층 (신공덕동),서울특별시 마포구 신공덕동 15-15 ,커피숍,
휴게음식점,메가엠지씨커피 홍대입구역점,서울특별시 마포구 홍익로6길 48 (동교동  1층일부),서울특별시 마포구 동교동 164-22 ,커피숍,
휴게음식점,메가커피,서울특별시 마포구 동교로9길 49  1층 (망원동),서울특별시 마포구 망원동 376-7 1층 ,커피숍,
휴게음식점,메가커피 공덕점,서울특별시 마포구 새창로 10  1층일부 (도화동),서울특별시 마포구 도화동 181-1 ,커피숍,
휴게음식점,메리고라운드,서울특별시 마포구 동교로50길 11  1층 (연남동),서울특별시 마포구 연남동 224-6 ,커피숍,
휴게음식점,메이크 메리(make merry),서울특별시 마포구 성미산로29길 30  2층 (연남동),서울특별시 마포구 연남동 241-37 ,커피숍,
휴게음식점,멜롭스(melrops),서울특별시 마포구 월드컵북로16길 54  1층 (연남동),서울특별시 마포구 연남동 487-257 ,커피숍,
휴게음식점,모노레일에스프레소, ,서울특별시 마포구 공덕동 371 공덕삼성@상가동 103호 ,커피숍,
휴게음식점,모노레일에스프레소,서울특별시 마포구 월드컵북로 402 (상암동 KGIT센터 1층 161호),서울특별시 마포구 상암동 1601 KGIT센터 1층 161호 ,커피숍,
휴게음식점,모노앤케이크,서울특별시 마포구 효창원로93길 44  지1층 101호 (공덕동),서울특별시 마포구 공덕동 11-214 ,커피숍,
휴게음식점,모리(MORI),서울특별시 마포구 월드컵북로56길 19  드림타워 1층 101호 일부 (상암동),서울특별시 마포구 상암동 1595-1 드림타워 ,커피숍,
휴게음식점,모리노팡(MORI NO PAN),서울특별시 마포구 연남로3길 22-16  101호 (연남동),서울특별시 마포구 연남동 561-51 ,커피숍,
휴게음식점,모스레코즈앤커피,서울특별시 마포구 성미산로 29-1  1층 101호 (성산동),서울특별시 마포구 성산동 245-47 ,커피숍,
휴게음식점,모아(moa Bird),서울특별시 마포구 포은로 71  1층일부 (망원동),서울특별시 마포구 망원동 395-17 1층일부 ,커피숍,
휴게음식점,몬떼비 서울,서울특별시 마포구 토정로31길 24  근린생활시설2  지층 제근생2-비102호 (용강동  이편한세상 마포리버파크),서울특별시 마포구 용강동 508 이편한세상 마포리버파크 ,커피숍,
휴게음식점,몬떼비 서울,서울특별시 마포구 마포대로7길 17  1층 (공덕동),서울특별시 마포구 공덕동 373-16 ,커피숍,
휴게음식점,몬떼비 서울(도화점),서울특별시 마포구 독막로 320  마포 태영 데시앙 1층 105호 (도화동),서울특별시 마포구 도화동 560 마포 태영 데시앙 ,커피숍,
휴게음식점,몽듀(Mon dieu),서울특별시 마포구 고산길 68 (노고산동  1층일부),서울특별시 마포구 노고산동 12-35 1층일부 ,커피숍,
휴게음식점,몽이커피,서울특별시 마포구 만리재로12길 11  1층 (공덕동),서울특별시 마포구 공덕동 28-42 ,커피숍,
휴게음식점,문인커피,서울특별시 마포구 연남로 88 (연남동  1층일부),서울특별시 마포구 연남동 361-8 1층일부 ,커피숍,
휴게음식점,미니스톱마포서강점,서울특별시 마포구 서강대길 40  상가동 101 102호 (대흥동  마포자이2차아파트),서울특별시 마포구 대흥동 804 마포자이2차아파트  101 102호 상가동 ,커피숍,
휴게음식점,미드위크(Midweek),서울특별시 마포구 동교로38길 42-5  세모하우스 (연남동),서울특별시 마포구 연남동 382-22 세모하우스 ,커피숍,
휴게음식점,미미크럼블,서울특별시 마포구 포은로 72  1층 (망원동),서울특별시 마포구 망원동 413-38 ,커피숍,
휴게음식점,미쇼콜라,서울특별시 마포구 월드컵북로5길 65 (서교동  1층),서울특별시 마포구 서교동 459-2 1층 ,커피숍,
휴게음식점,믹스드(Mixed),서울특별시 마포구 동교로 44-12  1층 (합정동),서울특별시 마포구 합정동 433-50 ,커피숍,
휴게음식점,밀랑스,서울특별시 마포구 대흥로28길 5 (대흥동  1층일부(좌측)),서울특별시 마포구 대흥동 2-30 1층일부(좌측) ,커피숍,
휴게음식점,바나타이거커피 망원직영점,서울특별시 마포구 포은로 121  1층 일부호 (망원동),서울특별시 마포구 망원동 422-18 ,커피숍,
휴게음식점,바나프레소 홍대입구역사거리점,서울특별시 마포구 양화로 129  1층 일부호 (서교동),서울특별시 마포구 서교동 353-2 ,커피숍,
휴게음식점,바람커피원두상점,서울특별시 마포구 연희로 47  1층 102호 (연남동),서울특별시 마포구 연남동 226-34 ,커피숍,
휴게음식점,바우(VOW),서울특별시 마포구 와우산로29라길 7 (서교동  지하1층일부),서울특별시 마포구 서교동 334-23 102호 ,커피숍,
휴게음식점,박은민갤러리,서울특별시 마포구 와우산로18길 12 (서교동  3층 일부),서울특별시 마포구 서교동 360-21 ,커피숍,
휴게음식점,반지대학 홍대본점,서울특별시 마포구 잔다리로 7  4층 (서교동),서울특별시 마포구 서교동 407-26 4층 ,커피숍,
휴게음식점,반지더하기홍대점,서울특별시 마포구 와우산로29라길 8 (서교동  2층일부),서울특별시 마포구 서교동 333-7 2층일부 ,커피숍,
휴게음식점,반지만들기홍대점,서울특별시 마포구 와우산로 91  302호 (서교동),서울특별시 마포구 서교동 358-29 302호,커피숍,
휴게음식점,반지캠퍼스카페,서울특별시 마포구 어울마당로 112-6  2층 (서교동),서울특별시 마포구 서교동 345-16 2층 ,커피숍,
휴게음식점,발트 2호점,서울특별시 마포구 성미산로23길 24  1층 (연남동),서울특별시 마포구 연남동 246-20 ,커피숍,
휴게음식점,발트 본점,서울특별시 마포구 동교로 262-3  하늘드리움 2층 (연남동),서울특별시 마포구 연남동 387-12 하늘드리움 ,커피숍,
휴게음식점,밤부 인터내셔널,서울특별시 마포구 동교로41길 32  비브릭 지하1층일부 (연남동),서울특별시 마포구 연남동 239-44 비브릭 ,커피숍,
휴게음식점,배일리,서울특별시 마포구 월드컵북로 396  누리꿈스퀘어 지1층 B1077호 (상암동),서울특별시 마포구 상암동 1605 누리꿈스퀘어 ,커피숍,
휴게음식점,백미당 딜리버리샵 성산점,서울특별시 마포구 월드컵북로 126  1층 (성산동),서울특별시 마포구 성산동 51-18 ,커피숍,
휴게음식점,백미당홍대점,서울특별시 마포구 양화로 161 (동교동  현대카드 현대캐피탈 홍대사옥1층일부),서울특별시 마포구 동교동 159-5 현대카드 현대캐피탈 홍대사옥1층일부 ,커피숍,
휴게음식점,백민베이킹스튜디오,서울특별시 마포구 월드컵로23길 5  1층 (망원동),서울특별시 마포구 망원동 57-364 ,커피숍,
휴게음식점,백호커피,서울특별시 마포구 성암로15길 42  1층 (상암동),서울특별시 마포구 상암동 2-115 ,커피숍,
휴게음식점,벌스(VER'S),서울특별시 마포구 성미산로23길 44  지하1 1층 (연남동),서울특별시 마포구 연남동 246-22 지하1층  1층 ,커피숍,
휴게음식점,베니(Veni),서울특별시 마포구 창전로 72 (신수동),서울특별시 마포구 신수동 103-6 1층 ,커피숍,
휴게음식점,베어스덴 베이커리,서울특별시 마포구 양화로23길 10-9  1층 (동교동),서울특별시 마포구 동교동 147-59 ,커피숍,
휴게음식점,베이글카페(마포서교점),서울특별시 마포구 동교로19길 52 (서교동  동궁빌라 101호),서울특별시 마포구 서교동 449-21 ,커피숍,
휴게음식점,베이커스코드,서울특별시 마포구 대흥로24길 24  마포프레스티지자이 상가A동 지3층 111호 (염리동),서울특별시 마포구 염리동 14-149 ,커피숍,
휴게음식점,베이크브리즈,서울특별시 마포구 동교로46길 42-24  1층 (연남동),서울특별시 마포구 연남동 383-96 ,커피숍,
휴게음식점,베티케이크,서울특별시 마포구 성암로 209  1층 (상암동),서울특별시 마포구 상암동 1442 ,커피숍,
휴게음식점,별숲,서울특별시 마포구 와우산로29라길 15  지층 (서교동),서울특별시 마포구 서교동 334-20 ,커피숍,
휴게음식점,보노보나마포합정점,서울특별시 마포구 월드컵로3길 14 (합정동  한강푸르지오지하1층142호),서울특별시 마포구 합정동 473 ,커피숍,
휴게음식점,보드스쿨,서울특별시 마포구 어울마당로 118  지층 (서교동),서울특별시 마포구 서교동 345-2 ,커피숍,
휴게음식점,보이스 스튜디오,서울특별시 마포구 독막로 107  1 2층 (상수동),서울특별시 마포구 상수동 140-3 ,커피숍,
휴게음식점,보통공간,서울특별시 마포구 동교로52길 4-3  지1층 좌측호 (연남동),서울특별시 마포구 연남동 224-14 ,커피숍,
휴게음식점,보헤미안박이추커피 상암점,서울특별시 마포구 성암로 267  201 202호 (상암동  MBC몰파크 ),서울특별시 마포구 상암동 1603 MBC몰파크 201 202호 ,커피숍,
휴게음식점,복카페,서울특별시 마포구 월드컵로 235  마포농수산물시장 마포구시설관리공단 1층 1205호 (성산동),서울특별시 마포구 성산동 533-1 마포농수산물시장 마포구시설관리공단 ,커피숍,
휴게음식점,본솔커피교육센터, ,서울특별시 마포구 대흥동 37-8 ,커피숍,
휴게음식점,봄날,서울특별시 마포구 월드컵북로 396 (상암동  누리꿈스퀘어 B1076호),서울특별시 마포구 상암동 1605 ,커피숍,
휴게음식점,봉명동내커피,서울특별시 마포구 숭문16길 13  1층 102호 (염리동),서울특별시 마포구 염리동 9-107 ,커피숍,
휴게음식점,부트 카페,서울특별시 마포구 동교로46길 33  1층 D호 (연남동),서울특별시 마포구 연남동 227-16 ,커피숍,
휴게음식점,북카페 산책 연남점,서울특별시 마포구 성미산로17길 79 (연남동  103호 104호),서울특별시 마포구 연남동 487-35 103호  104호 ,커피숍,
휴게음식점,북카페다독다독多讀茶讀,서울특별시 마포구 홍익로2길 16 (서교동  마포도서관 1층일부),서울특별시 마포구 서교동 341-1 마포도서관 1층일부 ,커피숍,
휴게음식점,북카페산책,서울특별시 마포구 월드컵로 212  마포구보건소 1층 (성산동),서울특별시 마포구 성산동 370 마포구보건소 1층 ,커피숍,
휴게음식점,북카페산책3호 산학협력센터점,서울특별시 마포구 매봉산로 37 (상암동  DMC 산학협력연구센터 1층 102호),서울특별시 마포구 상암동 1649 ,커피숍,
휴게음식점,붐커피(BOOM COFFEE),서울특별시 마포구 월드컵북로 434 (상암동  상암IT타워 B101호),서울특별시 마포구 상암동 1590 ,커피숍,
휴게음식점,뷰, ,서울특별시 마포구 서교동 366-8 ,커피숍,
휴게음식점,브라운핸즈 창비,서울특별시 마포구 월드컵로12길 7  창비서교빌딩 1층 (서교동),서울특별시 마포구 서교동 475-34 창비서교빌딩 ,커피숍,
휴게음식점,브레댄코카페,서울특별시 마포구 와우산로23길 48  2 3층 (서교동),서울특별시 마포구 서교동 346-34 2 3층 ,커피숍,
휴게음식점,브릭스(BRICKS),서울특별시 마포구 독막로20나길 22  상가2동 B06호 (상수동  래미안밤섬리베뉴1 1단지),서울특별시 마포구 상수동 402 래미안밤섬리베뉴1 1단지 상가2동 B06호,커피숍,
휴게음식점,브이엑스메이트카페,서울특별시 마포구 잔다리로 23  3층 (서교동),서울특별시 마포구 서교동 395-17 ,커피숍,
휴게음식점,블랙베어도넛 서울(망원점),서울특별시 마포구 성미산로6길 53  모멘텀빌딩 1층 일부호 (서교동),서울특별시 마포구 서교동 473-25 모멘텀빌딩 ,커피숍,
휴게음식점,블랙스퀘어 커피,서울특별시 마포구 대흥로 193  1층 (대흥동),서울특별시 마포구 대흥동 12-2 1층일부 ,커피숍,
휴게음식점,블루로그(Bluelog),서울특별시 마포구 토정로 27-1  성우맨션 3층 (합정동),서울특별시 마포구 합정동 369-18 성우맨션 ,커피숍,
휴게음식점,블루블루엣,서울특별시 마포구 백범로31길 7  근린생활시설(획지1)동 지1층 B103호 (공덕동  공덕SK리더스뷰),서울특별시 마포구 공덕동 479 공덕SK리더스뷰 ,커피숍,
휴게음식점,블루샥 상암디디엠씨(DDMC)점,서울특별시 마포구 매봉산로 75  디디엠씨(DDMC) 지하1층 105호(푸드코트18호)호 (상암동),서울특별시 마포구 상암동 1610 디디엠씨(DDMC) ,커피숍,
휴게음식점,블루웨일,서울특별시 마포구 동교로 150 (서교동  1층우측),서울특별시 마포구 서교동 463-15 1층우측 ,커피숍,
휴게음식점,비건해봄,서울특별시 마포구 성미산로15길 72  B01호 (연남동),서울특별시 마포구 연남동 487-439 ,커피숍,
휴게음식점,비비드플라워카페,서울특별시 마포구 성암로 267 (주)문화방송 지1층 B122호 (상암동),서울특별시 마포구 상암동 1603 (주)문화방송 ,커피숍,
휴게음식점,비안빈,서울특별시 마포구 상암산로 76 (상암동  YTN 뉴스퀘어 1층 일부  2층 일부),서울특별시 마포구 상암동 1607 ,커피숍,
휴게음식점,비앙비앙(Bien Viens),서울특별시 마포구 만리재옛길 32 (신공덕동  1층일부),서울특별시 마포구 신공덕동 5-27 1층일부(105호) ,커피숍,
휴게음식점,비앤씨매니아 마포점,서울특별시 마포구 독막로 328  신원빌딩 2층 일부호 (도화동),서울특별시 마포구 도화동 532 신원빌딩 ,커피숍,
휴게음식점,비온카페 (Be On Cafe),서울특별시 마포구 와우산로29길 39  2층 (서교동),서울특별시 마포구 서교동 334-3 ,커피숍,
휴게음식점,빅프라페,서울특별시 마포구 성미산로32길 18  101호 (연남동  해오름),서울특별시 마포구 연남동 239-29 해오름 ,커피숍,
휴게음식점,빅피그커피,서울특별시 마포구 월드컵북로 402  케이지아이티센터 1층 155호 (상암동),서울특별시 마포구 상암동 1601 케이지아이티센터 ,커피숍,
휴게음식점,빈브라더스,서울특별시 마포구 양화로 164 (동교동  양화로164빌딩  3층일부),서울특별시 마포구 동교동 165-4 양화로164빌딩  3층일부 ,커피숍,
휴게음식점,빈스커피,서울특별시 마포구 월드컵북로7길 8 (서교동 1층),서울특별시 마포구 서교동 247-20 1층 ,커피숍,
휴게음식점,'빈입니다',서울특별시 마포구 굴레방로1길 25 (아현동  애오개아이파크 상가 111호),서울특별시 마포구 아현동 780 애오개아이파크 상가 111호 ,커피숍,
휴게음식점,빈포유(Bean for you),서울특별시 마포구 월드컵북로 58 (성산동  1층일부),서울특별시 마포구 성산동 630-20 1층일부 ,커피숍,
휴게음식점,빌로우 BELOW,서울특별시 마포구 포은로6길 4  지층 (망원동),서울특별시 마포구 망원동 403-16 ,커피숍,
휴게음식점,빌리엔젤교보문고합정점,서울특별시 마포구 월드컵로1길 14 (합정동  지하2층B201-5호일부 201-6호),서울특별시 마포구 합정동 472 ,커피숍,
휴게음식점,빠넷빠베,서울특별시 마포구 독막로 지하 85  상수역 지1층 623-1702호 (상수동),서울특별시 마포구 상수동 309-10 상수역 ,커피숍,
휴게음식점,빵앤뺑,서울특별시 마포구 월드컵북로54길 17  1층 133호 (상암동  사보이시티디엠씨),서울특별시 마포구 상암동 1597 사보이시티디엠씨 1층 133호 ,커피숍,
휴게음식점,빽다방 마포시민공원점,서울특별시 마포구 망원로 19  1층 105호 (망원동  참존아파트),서울특별시 마포구 망원동 419-3 참존아파트 ,커피숍,
휴게음식점,빽다방 홍대거리점,서울특별시 마포구 어울마당로 75  1층 (서교동),서울특별시 마포구 서교동 366-19 ,커피숍,
휴게음식점,빽다방 홍대입구점,서울특별시 마포구 와우산로23길 44 (서교동  1층일부),서울특별시 마포구 서교동 346-47 외1필지 1층일부 ,커피숍,
휴게음식점,빽다방망원시장점,서울특별시 마포구 월드컵로13길 34 (망원동  두드림빌딩1층일부),서울특별시 마포구 망원동 375-8 두드림빌딩1층일부 ,커피숍,
휴게음식점,빽다방상암KGIT점,서울특별시 마포구 월드컵북로 402 (상암동  KGIT센터 105호  106호),서울특별시 마포구 상암동 1601 KGIT센터 105호  106호 ,커피숍,
휴게음식점,삡삡(beepbeep),서울특별시 마포구 서강로11길 15  1층 101호 (창전동),서울특별시 마포구 창전동 2-41 ,커피숍,
휴게음식점,사운즈굿(sounds good),서울특별시 마포구 성미산로27길 34 (연남동  2층일부),서울특별시 마포구 연남동 245-43 ,커피숍,
휴게음식점,사유함,서울특별시 마포구 효창원로97길 20  1층 (공덕동),서울특별시 마포구 공덕동 10-23 ,커피숍,
휴게음식점,사이드테이블(Side Table),서울특별시 마포구 동교로47길 3 (연남동  지1층일부),서울특별시 마포구 연남동 229-32 ,커피숍,
휴게음식점,사회적협동조합동방,서울특별시 마포구 토정로 265  1층일부 (용강동),서울특별시 마포구 용강동 494-44 ,커피숍,
휴게음식점,산리오러버스클럽,서울특별시 마포구 와우산로19길 18  가동 1 2층 (서교동),서울특별시 마포구 서교동 364-14 ,커피숍,
휴게음식점,산책하늘도서관점,서울특별시 마포구 월드컵로 212 (성산동  12층일부),서울특별시 마포구 성산동 370 12층일부 ,커피숍,
휴게음식점,산체스커피 로스터스 홍대점,서울특별시 마포구 와우산로 126  창일빌딩 1층 (서교동),서울특별시 마포구 서교동 338-25 창일빌딩 ,커피숍,
휴게음식점,산투아리오(Santuario),서울특별시 마포구 월드컵북로 402  케이지아이티센터 지1층 B140호 (상암동),서울특별시 마포구 상암동 1601 케이지아이티센터 ,커피숍,
휴게음식점,삼성웰스토리(주)우리금융삼암센터카페,서울특별시 마포구 월드컵북로60길 17  우리금융 상암센터 10층 일부호 (상암동),서울특별시 마포구 상암동 1585 우리금융 상암센터 ,커피숍,
휴게음식점,상덕이커피,서울특별시 마포구 월드컵북로2길 65 (동교동  1층 일부),서울특별시 마포구 동교동 157-1 ,커피숍,
휴게음식점,새임새임(same same),서울특별시 마포구 와우산로15길 33  201호 (서교동),서울특별시 마포구 서교동 411-7 ,커피숍,
휴게음식점,샐러드앤카페(salad&coffee),서울특별시 마포구 월드컵로23길 4 (망원동  1층일부),서울특별시 마포구 망원동 484-11 1층일부 ,커피숍,
휴게음식점,샐러드에브리웨어,서울특별시 마포구 어울마당로1길 19  2층 (합정동),서울특별시 마포구 합정동 358-12 ,커피숍,
휴게음식점,샘,서울특별시 마포구 연희로 39 (연남동  지하1층일부),서울특별시 마포구 연남동 226-14 지하1층일부 ,커피숍,
휴게음식점,샤라샤라 홍대점,서울특별시 마포구 와우산로21길 34 (서교동),서울특별시 마포구 서교동 358-46 ,커피숍,
휴게음식점,샤이고스트커피랩,서울특별시 마포구 월드컵로3길 60  1층 101호 (합정동),서울특별시 마포구 합정동 394-23 ,커피숍,
휴게음식점,서교동 그 카페,서울특별시 마포구 동교로19길 66  1층 좌측호 (서교동),서울특별시 마포구 서교동 247-202 ,커피숍,
휴게음식점,서서카페,서울특별시 마포구 양화로 48 (합정동  1층 일부),서울특별시 마포구 합정동 414-21 ,커피숍,
휴게음식점,서울 디자인 고등학교,서울특별시 마포구 백범로 139  동도중 서울디자인고등학교 타동 2층 (염리동),서울특별시 마포구 염리동 150 동도중 서울디자인고등학교 ,커피숍,
휴게음식점,서울메디케어카페,서울특별시 마포구 마포대로 156  지1층 (공덕동  공덕푸르지오시티),서울특별시 마포구 공덕동 475 ,커피숍,
휴게음식점,설빙마포공덕점,서울특별시 마포구 도화길 31-1  2층 (도화동),서울특별시 마포구 도화동 179-11 ,커피숍,
휴게음식점,성영태커피하우스,서울특별시 마포구 마포대로14길 10 (공덕동 2층),서울특별시 마포구 공덕동 105-74 2층 ,커피숍,
휴게음식점,세라젬 웰카페 서울상암디엠씨(DMC)점,서울특별시 마포구 월드컵북로 332  청운빌딩및주택 1 2층 (상암동),서울특별시 마포구 상암동 34-35 청운빌딩및주택 ,커피숍,
휴게음식점,세모디 마포구청역점,서울특별시 마포구 모래내로1길 4  마포상암시티프라디움리버 1층 101호 (성산동),서울특별시 마포구 성산동 593-7 마포상암시티프라디움리버 ,커피숍,
휴게음식점,세븐일레븐,서울특별시 마포구 양화로 27 (합정동  세븐일레븐1층일부),서울특별시 마포구 합정동 383-14 세븐일레븐1층일부 ,커피숍,
휴게음식점,세븐일레븐(마포성산본점),서울특별시 마포구 월드컵북로 69 (성산동  1층 편의점내),서울특별시 마포구 성산동 232-4 1층편의점내 ,커피숍,
휴게음식점,세븐일레븐상암KLID타워점,서울특별시 마포구 성암로 301 (상암동  한국지역정보개발원 1층일부(편의점)),서울특별시 마포구 상암동 1595 한국지역정보개발원 1층일부(편의점) ,커피숍,
휴게음식점,세븐일레븐참누리월드컵단지점,서울특별시 마포구 월드컵북로38길 48  상가동 103호 (중동  월드컵참누리아파트 편의점내일부),서울특별시 마포구 중동 398-1 월드컵참누리아파트 편의점내일부 상가동 103호,커피숍,
휴게음식점,세인트아이브스,서울특별시 마포구 독막로5길 23  2층 (서교동),서울특별시 마포구 서교동 399-4 2층전체 ,커피숍,
휴게음식점,셀렉토커피마포구청점,서울특별시 마포구 모래내로1길 20  103호 (성산동  KCC상암스튜디오380),서울특별시 마포구 성산동 590-4 KCC상암스튜디오380 103호,커피숍,
휴게음식점,셀렉토커피상암누리꿈스퀘어점,서울특별시 마포구 월드컵북로 396  지하1층 B1087호 (상암동),서울특별시 마포구 상암동 1605 누리꿈스퀘어 지하1층 B1087호,커피숍,
휴게음식점,셉트,서울특별시 마포구 양화로11길 41  1층 (서교동),서울특별시 마포구 서교동 386-3 ,커피숍,
휴게음식점,소을 갤러리 카페,서울특별시 마포구 와우산로 161  성경빌딩 4층 402호 (서교동),서울특별시 마포구 서교동 326-6 성경빌딩 ,커피숍,
휴게음식점,소쿠리 커피,서울특별시 마포구 월드컵로25길 89  1층 101호 (망원동),서울특별시 마포구 망원동 421-4 ,커피숍,
휴게음식점,손탁커피YG점,서울특별시 마포구 희우정로1길 6 (합정동  1층 일부),서울특별시 마포구 합정동 398-17 ,커피숍,
휴게음식점,솔트 포레스트(Salt forest),서울특별시 마포구 동교로46길 18-3  1층 (연남동),서울특별시 마포구 연남동 387-40 ,커피숍,
휴게음식점,솔트카페,서울특별시 마포구 숭문길 14 (염리동  2층),서울특별시 마포구 염리동 147-14 ,커피숍,
휴게음식점,솜씨공간,서울특별시 마포구 월드컵북로4길 29  우퍼 빌딩 2층 202호 (동교동),서울특별시 마포구 동교동 203-30 우퍼 빌딩 ,커피숍,
휴게음식점,쇼츠,서울특별시 마포구 월드컵북로 402  케이지아이티센터 1층 157호 (상암동),서울특별시 마포구 상암동 1601 케이지아이티센터 ,커피숍,
휴게음식점,쇼트(SHOT),서울특별시 마포구 매봉산로2길 75  1 2층 (상암동),서울특별시 마포구 상암동 23-5 ,커피숍,
휴게음식점,수다,서울특별시 마포구 와우산로25길 19 (서교동 1층우측),서울특별시 마포구 서교동 342-1 1층우측 ,커피숍,
휴게음식점,수퍼비랩,서울특별시 마포구 동교로 16-10  1층 101호 (합정동),서울특별시 마포구 합정동 450-58 ,커피숍,
휴게음식점,쉐이크 컵,서울특별시 마포구 양화로16길 14  1층 (서교동),서울특별시 마포구 서교동 370-1 ,커피숍,
휴게음식점,쉼,서울특별시 마포구 신수로 56 (신수동  1층 일부),서울특별시 마포구 신수동 371-16 ,커피숍,
