업종명,업소명,소재지(도로명),소재지(지번),업태명,
휴게음식점,이디야커피 대흥역점,서울특별시 마포구 백범로 100  1 2층 (대흥동),서울특별시 마포구 대흥동 263-1 1 2층 ,커피숍,
휴게음식점,이디야커피 합정역점,서울특별시 마포구 양화로11길 54  지상1층 (서교동),서울특별시 마포구 서교동 384-12 ,커피숍,
휴게음식점,이디야커피(마포구청점),서울특별시 마포구 월드컵로 196 (성산동  대명비첸시티 104호),서울특별시 마포구 성산동 591-4 ,커피숍,
휴게음식점,이디야커피(애오개역점),서울특별시 마포구 마포대로 208  104호 (아현동  효성안텔리안),서울특별시 마포구 아현동 733 효성인텔리안 104호,커피숍,
휴게음식점,이디야커피서강대점,서울특별시 마포구 백범로 34  1층 (신수동),서울특별시 마포구 신수동 81-77 ,커피숍,
휴게음식점,이디야커피전문점,서울특별시 마포구 월드컵북로 396 (상암동),서울특별시 마포구 상암동 1605 누리꿈스퀘어 1층 110호 ,커피숍,
휴게음식점,이디야커피합정LIG점,서울특별시 마포구 양화로1길 21 (합정동  B동 1층 일부),서울특별시 마포구 합정동 392-3 ,커피숍,
휴게음식점,이목차방,서울특별시 마포구 와우산로 111  1층 (서교동),서울특별시 마포구 서교동 343-2 ,커피숍,
휴게음식점,이삭토스트,서울특별시 마포구 성미산로 39  1층 (성산동  좌측),서울특별시 마포구 성산동 244-6 ,커피숍,
휴게음식점,이상,서울특별시 마포구 월드컵북로5나길 18  1층 109호 (서교동  서교동대우미래사랑 ),서울특별시 마포구 서교동 487 서교동대우미래사랑 1층 109호,커피숍,
휴게음식점,이오월,서울특별시 마포구 성암로 219-3  1층 (상암동),서울특별시 마포구 상암동 2-34 ,커피숍,
휴게음식점,이트(Yeet),서울특별시 마포구 독막로38길 7  1층 1호 (대흥동),서울특별시 마포구 대흥동 401 ,커피숍,
휴게음식점,인더스트(INDUST),서울특별시 마포구 동교로12안길 31  보누스 1층 (서교동),서울특별시 마포구 서교동 481-13 보누스 ,커피숍,
휴게음식점,인블랭크,서울특별시 마포구 독막로32길 22  232 haus 1층 (신수동),서울특별시 마포구 신수동 232 232 haus ,커피숍,
휴게음식점,인슈어(ensure),서울특별시 마포구 와우산로29길 48-14  서교타운 2층 (서교동),서울특별시 마포구 서교동 328-28 서교타운 ,커피숍,
휴게음식점,일본인회화카페(cafe) 호타루,서울특별시 마포구 백범로1길 8-7  2층 (노고산동),서울특별시 마포구 노고산동 31-50 ,커피숍,
휴게음식점,일진빌딩카페(edelia),서울특별시 마포구 마포대로 45 (도화동  일진빌딩지1호 지2호 지3호일부),서울특별시 마포구 도화동 50-1 일진빌딩 지1호 지2호 지3호일부 ,커피숍,
휴게음식점,잇푸쿠(ippuku 一服),서울특별시 마포구 성암로3길 34  1층 101호 일부 (중동),서울특별시 마포구 중동 254 ,커피숍,
휴게음식점,잉큼,서울특별시 마포구 동교로 212-8  1층 (동교동),서울특별시 마포구 동교동 153-25 ,커피숍,
휴게음식점,자미당 홍대점,서울특별시 마포구 동교로27길 22  1층 (동교동),서울특별시 마포구 동교동 197-4 ,커피숍,
휴게음식점,자스아일랜드,서울특별시 마포구 동교로27길 12 (동교동 1층좌측),서울특별시 마포구 동교동 198-8 1층좌측 ,커피숍,
휴게음식점,재신,서울특별시 마포구 월드컵북로 24  1층 (동교동),서울특별시 마포구 동교동 205-5 ,커피숍,
휴게음식점,정항우 디저트&카페,서울특별시 마포구 동교로29길 48 (연남동  디엠사옥 1층),서울특별시 마포구 연남동 257-18 디엠사옥 1층 ,커피숍,
휴게음식점,제너럴포스트오피스,서울특별시 마포구 어울마당로2길 10 (당인동  1층일부),서울특별시 마포구 당인동 24-11 1층일부 ,커피숍,
휴게음식점,젬블리스(Gembliss),서울특별시 마포구 광성로 17  1층 109호 (신수동  신촌숲아이파크),서울특별시 마포구 신수동 93-102 신촌숲아이파크 ,커피숍,
휴게음식점,조선다방,서울특별시 마포구 홍익로3길 11  1층 (서교동),서울특별시 마포구 서교동 365-5 ,커피숍,
휴게음식점,조앤도슨(Jo & Dawson),서울특별시 마포구 동교로41길 31  지층 좌측 B102호 (연남동),서울특별시 마포구 연남동 254-8 ,커피숍,
휴게음식점,존스몰커피로스터리,서울특별시 마포구 토정로25길 12  지상1층 (용강동),서울특별시 마포구 용강동 494-18 ,커피숍,
휴게음식점,종이숲,서울특별시 마포구 희우정로 93  1층 (망원동),서울특별시 마포구 망원동 457-30 ,커피숍,
휴게음식점,좋아하면울리는,서울특별시 마포구 신수로 59  1층 (신수동),서울특별시 마포구 신수동 345-6 ,커피숍,
휴게음식점,좋은아침커뮤니케이션즈,서울특별시 마포구 마포대로 78  자람빌딩 1층 (도화동),서울특별시 마포구 도화동 566 자람빌딩 ,커피숍,
휴게음식점,죠스테이블,서울특별시 마포구 와우산로 56 (상수동  극동방송 지하1층 일부),서울특별시 마포구 상수동 89-1 ,커피숍,
휴게음식점,주니아 서교점,서울특별시 마포구 월드컵북로7길 30 (서교동  1층일부),서울특별시 마포구 서교동 453-1 ,커피숍,
휴게음식점,주식회사모두락애경산업,서울특별시 마포구 양화로 188  7층 (동교동),서울특별시 마포구 동교동 190-1 7층 ,커피숍,
휴게음식점,준 바이 누아네,서울특별시 마포구 광성로 27  1층 (신수동),서울특별시 마포구 신수동 91-395 ,커피숍,
휴게음식점,준 바이 누아네 2호점,서울특별시 마포구 마포대로 173-14  마포 센텀 슬로우스퀘어 1동 1층 109호 (아현동),서울특별시 마포구 아현동 618-19 마포 센텀 슬로우스퀘어 ,커피숍,
휴게음식점,쥬씨 망원시장점,서울특별시 마포구 망원로 77  1층일부 (망원동),서울특별시 마포구 망원동 423-16 ,커피숍,
휴게음식점,쥬씨 상암월드컵점,서울특별시 마포구 월드컵로 240  2층 XP Y30호 (성산동), ,커피숍,
휴게음식점,쥬씨(공덕점),서울특별시 마포구 만리재로 15  107호 (공덕동 제일빌딩 1층),서울특별시 마포구 공덕동 256-13 제일빌딩 1층 107호,커피숍,
휴게음식점,지모,서울특별시 마포구 와우산로23길 9  칼리오페 3층 301호 (서교동),서울특별시 마포구 서교동 344-6 칼리오페 ,커피숍,
휴게음식점,지에스(GS)25 서강자이점,서울특별시 마포구 토정로 192 (구수동  1층일부),서울특별시 마포구 구수동 68-8 1층일부 ,커피숍,
휴게음식점,지에스25 합정당인점,서울특별시 마포구 독막로8길 27  1층 (합정동),서울특별시 마포구 합정동 358-2 ,커피숍,
휴게음식점,지에스25마포금솔점,서울특별시 마포구 만리재옛길 46 (신공덕동  1층일부),서울특별시 마포구 신공덕동 5 ,커피숍,
휴게음식점,지커피(GCOFFEE),서울특별시 마포구 동교로 156-4  1층 (서교동),서울특별시 마포구 서교동 352-11 1층 ,커피숍,
휴게음식점,지파운데이션 나눔가게&카페,서울특별시 마포구 동교로23길 26  1층 (동교동),서울특별시 마포구 동교동 203-17 일레븐나인 ,커피숍,
휴게음식점,진류,서울특별시 마포구 토정로 12-3  1층 (합정동),서울특별시 마포구 합정동 197-3 ,커피숍,
휴게음식점,차밍랜드,서울특별시 마포구 와우산로37길 28  제이에이치204 지1층 102호 (동교동),서울특별시 마포구 동교동 177-15 제이에이치204 ,커피숍,
휴게음식점,차차티클럽,서울특별시 마포구 동교로30길 6  연트럴타워 4 5층 (동교동),서울특별시 마포구 동교동 150-2 연트럴타워 ,커피숍,
휴게음식점,착한커피,서울특별시 마포구 신촌로16길 30  1층 (노고산동),서울특별시 마포구 노고산동 56-6 ,커피숍,
휴게음식점,참나무숲,서울특별시 마포구 양화로 81  1층 (서교동),서울특별시 마포구 서교동 378-10 ,커피숍,
휴게음식점,참좋은 하루,서울특별시 마포구 월드컵로19길 20  지1층 (망원동),서울특별시 마포구 망원동 57-42 ,커피숍,
휴게음식점,책방 수프,서울특별시 마포구 월드컵로25길 74  1층 2호 (망원동),서울특별시 마포구 망원동 427-10 ,커피숍,
휴게음식점,청담남녀,서울특별시 마포구 희우정로15길 9 (망원동  1층),서울특별시 마포구 망원동 457-15 1층 ,커피숍,
휴게음식점,청산에 살어리랏다,서울특별시 마포구 월드컵북로 402 (상암동 지1층KGIT센터B129호),서울특별시 마포구 상암동 1601 지1층KGIT센터B129호 ,커피숍,
휴게음식점,청수당 공명,서울특별시 마포구 성미산로 152  1 2층 (연남동),서울특별시 마포구 연남동 239-48 ,커피숍,
휴게음식점,청안사주와 문경타로점 사주카페,서울특별시 마포구 어울마당로 122-1 (서교동 3층),서울특별시 마포구 서교동 346-42 3층 ,커피숍,
휴게음식점,청춘124,서울특별시 마포구 양화로7길 44-7  1층 (서교동),서울특별시 마포구 서교동 381-11 ,커피숍,
휴게음식점,츄로101홍대본점,서울특별시 마포구 어울마당로 128  1층 (서교동),서울특별시 마포구 서교동 346-1 1층 ,커피숍,
휴게음식점,치키차카초코 서교점,서울특별시 마포구 잔다리로 40  1층 (서교동),서울특별시 마포구 서교동 368-9 ,커피숍,
휴게음식점,칠그램상암DMC점,서울특별시 마포구 월드컵북로60길 13  1층 101호 (상암동  DMC VILLE),서울특별시 마포구 상암동 1584 DMC VILLE ,커피숍,
휴게음식점,ㅋㅋ다방엘큐브홍대점,서울특별시 마포구 홍익로 26 (동교동  1층일부),서울특별시 마포구 동교동 163-20 1?일 ,커피숍,
휴게음식점,카마르 kamar,서울특별시 마포구 성미산로 34 (성산동  1층),서울특별시 마포구 성산동 642-4 ,커피숍,
휴게음식점,카멜리아(Camellia),서울특별시 마포구 동교로45길 8  1층 (연남동),서울특별시 마포구 연남동 229-30 ,커피숍,
휴게음식점,카멜커피 9호점,서울특별시 마포구 동교로51길 111-6 (연남동),서울특별시 마포구 연남동 453-20 ,커피숍,
휴게음식점,카카오다다,서울특별시 마포구 희우정로10길 15  102호 (망원동  망원1차대림 아파트상가),서울특별시 마포구 망원동 496 망원1차대림아파트상가 102호,커피숍,
휴게음식점,카툰공감홍대점,서울특별시 마포구 홍익로3길 44 (서교동  호곡빌딩 4층일부),서울특별시 마포구 서교동 369-4 호곡빌딩 4층일부 ,커피숍,
휴게음식점,카페  새록,서울특별시 마포구 홍익로 3-12  1층 101호 (서교동),서울특별시 마포구 서교동 358-22 ,커피숍,
휴게음식점,카페 게이트 망원역점,서울특별시 마포구 월드컵로 67  1층 (망원동),서울특별시 마포구 망원동 378-11 ,커피숍,
휴게음식점,카페 곤(Cafe Gon),서울특별시 마포구 월드컵북로54길 17  사보이시티디엠씨 지1층 B112호 (상암동),서울특별시 마포구 상암동 1597 사보이시티디엠씨 ,커피숍,
휴게음식점,카페 너와 늘,서울특별시 마포구 월드컵로3길 31-8  2층 (합정동),서울특별시 마포구 합정동 388-10 ,커피숍,
휴게음식점,카페 단 ,서울특별시 마포구 와우산로29마길 10-4  2층 (서교동),서울특별시 마포구 서교동 332-36 ,커피숍,
휴게음식점,카페 단색,서울특별시 마포구 독막로 29  1층 (합정동),서울특별시 마포구 합정동 412-7 ,커피숍,
휴게음식점,카페 단호박,서울특별시 마포구 월드컵로1길 45  1층 (합정동),서울특별시 마포구 합정동 382-28 ,커피숍,
휴게음식점,카페 더슬로우컴퍼니,서울특별시 마포구 월드컵북로6길 92  5층 501호 (동교동),서울특별시 마포구 동교동 197-34 ,커피숍,
휴게음식점,카페 델카미노,서울특별시 마포구 어울마당로 44  1층 (서교동),서울특별시 마포구 서교동 408-29 ,커피숍,
휴게음식점,카페 라래,서울특별시 마포구 와우산로29마길 7 (서교동  1층일부),서울특별시 마포구 서교동 333-29 ,커피숍,
휴게음식점,카페 로제,서울특별시 마포구 와우산로29길 40-18  3층 (서교동),서울특별시 마포구 서교동 328-39 ,커피숍,
휴게음식점,카페 마가렛,서울특별시 마포구 성미산로29길 10  1 2층 (연남동),서울특별시 마포구 연남동 240-49 ,커피숍,
휴게음식점,카페 마루(cafe MARU),서울특별시 마포구 홍익로 18  1층 (서교동),서울특별시 마포구 서교동 345-9 ,커피숍,
휴게음식점,카페 본주르 유나이티드,서울특별시 마포구 매봉산로 31 (상암동  1층일부),서울특별시 마포구 상암동 1648 ,커피숍,
휴게음식점,카페 봄봄,서울특별시 마포구 대흥로 164  근린생활시설-2(3획지)동 1층 F-103호 (염리동  마포프레스티지자이),서울특별시 마포구 염리동 532-7 마포프레스티지자이 ,커피숍,
휴게음식점,카페 브라이터,서울특별시 마포구 마포대로4길 47-3  1층일부 (도화동),서울특별시 마포구 도화동 157-2 ,커피숍,
휴게음식점,카페 비글(Cafe B.글),서울특별시 마포구 광성로 36-1  1층 (신수동),서울특별시 마포구 신수동 89-6 ,커피숍,
휴게음식점,카페 비비드(CAFE VIVID),서울특별시 마포구 독막로3길 28-18  1층 (서교동),서울특별시 마포구 서교동 396-10 ,커피숍,
휴게음식점,카페 산티아고,서울특별시 마포구 양화로7길 6-5  1동 2층 201호 (서교동  와와빌딩),서울특별시 마포구 서교동 391-18 와와빌딩 ,커피숍,
휴게음식점,카페 성산,서울특별시 마포구 월드컵로28길 13  1층 (성산동),서울특별시 마포구 성산동 258-4 ,커피숍,
휴게음식점,카페 세레니티(cafe Serenity),서울특별시 마포구 동교로9길 70  평화 2층 (망원동),서울특별시 마포구 망원동 373-7 평화 ,커피숍,
휴게음식점,카페 아벨롭,서울특별시 마포구 양화로15안길 6  1층 (서교동),서울특별시 마포구 서교동 375-2 ,커피숍,
휴게음식점,카페 아이 갓 에브리띵 케이티엔지 상상마당 홍대점,서울특별시 마포구 어울마당로 65  상상마당빌딩 3층 (서교동),서울특별시 마포구 서교동 367-5 상상마당빌딩 ,커피숍,
휴게음식점,카페 안온,서울특별시 마포구 고산길 19  1층 (노고산동),서울특별시 마포구 노고산동 31-72 ,커피숍,
휴게음식점,카페 연남색,서울특별시 마포구 연남로 21  1층 101호 일부호 (연남동  까사벨라),서울특별시 마포구 연남동 515-22 까사벨라 ,커피숍,
휴게음식점,카페 옐로우 라인,서울특별시 마포구 월드컵북로 57  1층 101호 (성산동),서울특별시 마포구 성산동 631-6 ,커피숍,
휴게음식점,카페 요이(Cafe Yo2),서울특별시 마포구 월드컵로 47  2층 (합정동),서울특별시 마포구 합정동 427-6 ,커피숍,
휴게음식점,카페 이벤트 디(Cafe Event D),서울특별시 마포구 어울마당로 136-24  3층 (서교동),서울특별시 마포구 서교동 347-11 ,커피숍,
휴게음식점,카페 이유,서울특별시 마포구 와우산로29마길 7-8  지1층 좌측호 (서교동),서울특별시 마포구 서교동 333-37 ,커피숍,
휴게음식점,카페 줄,서울특별시 마포구 신촌로4길 11  A동 3층 일부호 (동교동),서울특별시 마포구 동교동 179-38 ,커피숍,
휴게음식점,카페 지오에이티,서울특별시 마포구 양화로 45  몰동 지1층 B188호 (서교동  메세나폴리스),서울특별시 마포구 서교동 490 메세나폴리스 ,커피숍,
휴게음식점,카페 콘티고,서울특별시 마포구 백범로25길 1  1층 (염리동),서울특별시 마포구 염리동 148-8 덕성한의원 ,커피숍,
휴게음식점,카페 포스터,서울특별시 마포구 연남로3길 13  2층 (연남동),서울특별시 마포구 연남동 566-38 ,커피숍,
휴게음식점,카페(cafe)147-50,서울특별시 마포구 양화로23길 10-8  1층 좌측호 (동교동),서울특별시 마포구 동교동 147-50 ,커피숍,
휴게음식점,카페105,서울특별시 마포구 연남로5길 12  1 2층 (연남동),서울특별시 마포구 연남동 509-4 1 2층 ,커피숍,
휴게음식점,카페29,서울특별시 마포구 환일길 29  지하1층 1호 (아현동),서울특별시 마포구 아현동 723-10 ,커피숍,
휴게음식점,카페E.M.S(CafeE.M.S),서울특별시 마포구 토정로14길 10 (구수동),서울특별시 마포구 구수동 68-2 1층일부 ,커피숍,
휴게음식점,카페GLAD,서울특별시 마포구 월드컵북로30길 13  상가동 1층 102호 (성산동  성산월드타운대림아파트 ),서울특별시 마포구 성산동 601 성산월드타운대림아파트 1층 상가동 102호,커피숍,
휴게음식점,카페가가,서울특별시 마포구 도화길 12  1층 (도화동),서울특별시 마포구 도화동 201-14 ,커피숍,
휴게음식점,카페게이트 상암DMC점,서울특별시 마포구 월드컵북로 402  케이지아이티센터 1층 128호 (상암동),서울특별시 마포구 상암동 1601 케이지아이티센터 ,커피숍,
휴게음식점,카페게이트 신촌청년주택점,서울특별시 마포구 서강로 75-16  지1층 B06호 일부호 (창전동  이랜드 PEER 신촌),서울특별시 마포구 창전동 450 이랜드 PEER 신촌 ,커피숍,
휴게음식점,카페글렌공덕점,서울특별시 마포구 만리재로 123 (공덕동  YD레지던스 B101호 B102호),서울특별시 마포구 공덕동 31-1 YD레지던스 B101호 B102호 ,커피숍,
휴게음식점,카페네이,서울특별시 마포구 성미산로 198  1층 9호 (연남동),서울특별시 마포구 연남동 227-15 ,커피숍,
휴게음식점,카페노란코끼리망원점,서울특별시 마포구 월드컵로 61 (망원동  1층일부),서울특별시 마포구 망원동 386-3 ,커피숍,
휴게음식점,카페놀다,서울특별시 마포구 신수로 61 (신수동  우주빌딩 1층일부),서울특별시 마포구 신수동 345-2 우주빌딩 1층일부 ,커피숍,
휴게음식점,카페니타(cafe NITA),서울특별시 마포구 와우산로29라길 20  1층 좌측호 (서교동),서울특별시 마포구 서교동 333-13 ,커피숍,
휴게음식점,카페다카포,서울특별시 마포구 동교로17길 34 (서교동  1층),서울특별시 마포구 서교동 451-41 ,커피숍,
휴게음식점,카페달토끼,서울특별시 마포구 월드컵북로44길 35-8 (상암동  1층),서울특별시 마포구 상암동 34-10 ,커피숍,
휴게음식점,카페달하루,서울특별시 마포구 망원로 33 (망원동),서울특별시 마포구 망원동 420-19 1층 일부 ,커피숍,
휴게음식점,카페드랑페르,서울특별시 마포구 동교로 185-6  1층 101호 (동교동),서울특별시 마포구 동교동 201-4 ,커피숍,
휴게음식점,카페드림,서울특별시 마포구 백범로 35 (신수동 서강대 곤자가플라자 109호),서울특별시 마포구 신수동 1-1 서강대 곤자가플라자 109호 ,커피숍,
휴게음식점,카페라부에노,서울특별시 마포구 독막로 101 (상수동  비알엘리텔 A동 1층 104호),서울특별시 마포구 상수동 141-1 ,커피숍,
휴게음식점,카페라이킷,서울특별시 마포구 방울내로11길 24  1층일부 (망원동),서울특별시 마포구 망원동 472-18 ,커피숍,
휴게음식점,카페라쿤,서울특별시 마포구 마포대로 179-3  1층  지하1층 (아현동),서울특별시 마포구 아현동 618-22 ,커피숍,
휴게음식점,카페롤다운(cafe ROll DOWN),서울특별시 마포구 동교로39길 4-8  1층 101호 (연남동),서울특별시 마포구 연남동 255-17 ,커피숍,
휴게음식점,카페리 상암점,서울특별시 마포구 월드컵북로44길 40 (상암동  1층일부),서울특별시 마포구 상암동 17-2 1층일부 ,커피숍,
휴게음식점,카페리시오,서울특별시 마포구 백범로 35  서강대학교 지하1층 (신수동),서울특별시 마포구 신수동 1-1 서강대학교 ,커피숍,
휴게음식점,카페마루,서울특별시 마포구 창전로 66 (신수동  1층 일부),서울특별시 마포구 신수동 105-2 1층 일부 ,커피숍,
휴게음식점,카페모모,서울특별시 마포구 굴레방로 25 (아현동  1층일부),서울특별시 마포구 아현동 291-1 ,커피숍,
휴게음식점,카페모아마포중앙도서관점(실로암인더스트리근로사업장),서울특별시 마포구 성산로 128 (성산동  마포중앙도서관2층2호),서울특별시 마포구 성산동 275-3 마포중앙도서관2층2호 ,커피숍,
휴게음식점,카페몰리한겨레점,서울특별시 마포구 효창목길 6  한겨레신문사 4층 (공덕동),서울특별시 마포구 공덕동 116-25 한겨레신문사 4층 ,커피숍,
휴게음식점,카페바운스,서울특별시 마포구 마포대로 196 (아현동  고려아카데미텔 지하1층 6호),서울특별시 마포구 아현동 437-3 ,커피숍,
휴게음식점,카페밤비 2호점,서울특별시 마포구 월드컵로21길 18  가동 1층 (망원동),서울특별시 마포구 망원동 57-498 ,커피숍,
휴게음식점,카페붐벅(성산점),서울특별시 마포구 월드컵북로12안길 13 (성산동  1층일부),서울특별시 마포구 성산동 114-19 1층일부 ,커피숍,
휴게음식점,카페블루오,서울특별시 마포구 마포대로 174 (공덕동  서울서부지방검찰청 1층 일부),서울특별시 마포구 공덕동 105-1 ,커피숍,
휴게음식점,카페삼사오,서울특별시 마포구 홍익로2길 7  1층 101 102호 (서교동),서울특별시 마포구 서교동 345-8 ,커피숍,
휴게음식점,카페아이엠티마포아크로타워점,서울특별시 마포구 마포대로 68  1층 122호 (도화동  마포아크로타워),서울특별시 마포구 도화동 563 마포아크로타워1층122호 ,커피숍,
휴게음식점,카페안달루시아,서울특별시 마포구 성암로 79  상가 지3층 104호 (중동  성산2차현대아파트),서울특별시 마포구 중동 40-12 성산2차현대아파트 ,커피숍,
휴게음식점,카페어니스티(cafe honesty),서울특별시 마포구 양화로8길 9 (서교동 1층),서울특별시 마포구 서교동 395-48 1층 ,커피숍,
휴게음식점,카페오디디오 공덕점,서울특별시 마포구 마포대로11길 94  1층 좌측호 (염리동),서울특별시 마포구 염리동 27-46 ,커피숍,
휴게음식점,카페이스,서울특별시 마포구 홍익로3길 20 (서교동  서교오피스텔지2층일부),서울특별시 마포구 서교동 357-1 서교오피스텔지2층일부 ,커피숍,
휴게음식점,카페인중독 신촌점,서울특별시 마포구 신촌로 140  신촌예스빌딩 1층 101호 (노고산동),서울특별시 마포구 노고산동 1-23 신촌예스빌딩 ,커피숍,
휴게음식점,카페인중독(망원점),서울특별시 마포구 방울내로 79  1층 103호 (망원동),서울특별시 마포구 망원동 473-5 ,커피숍,
휴게음식점,카페일육삼,서울특별시 마포구 양화로1길 25-3  2층 201호 (합정동),서울특별시 마포구 합정동 392-12 ,커피숍,
휴게음식점,카페자우,서울특별시 마포구 월드컵로3길 14  지하1층 (합정동  B170호일부),서울특별시 마포구 합정동 473 ,커피숍,
휴게음식점,카페쟈스(CAFE JASS),서울특별시 마포구 마포대로 33  1층 101 102-1호 (도화동  마포한화오벨리스크),서울특별시 마포구 도화동 555 마포한화오벨리스크 101 102-1호,커피숍,
휴게음식점,카페지디,서울특별시 마포구 백범로 170  102동 1층 1호 (공덕동  공덕더샵아파트),서울특별시 마포구 공덕동 478 공덕더샵아파트 ,커피숍,
휴게음식점,카페지스타,서울특별시 마포구 월드컵로25길 7  좌측 1층 (망원동),서울특별시 마포구 망원동 482-6 ,커피숍,
휴게음식점,카페캠퍼,서울특별시 마포구 와우산로 94 (상수동  홍익대학교 제2기숙사 지1층일부),서울특별시 마포구 상수동 72-1 홍익대학교 제2기숙사 지1층일부 ,커피숍,
휴게음식점,카페코나퀸즈마포점(cafe konaqueens),서울특별시 마포구 마포대로 34 (도화동  1층일부),서울특별시 마포구 도화동 292-20 1층일부 ,커피숍,
휴게음식점,카페쿠키드,서울특별시 마포구 어울마당로5길 25  1층 (서교동),서울특별시 마포구 서교동 400-2 ,커피숍,
휴게음식점,카페퀼트비,서울특별시 마포구 포은로 67 (망원동  1층 일부),서울특별시 마포구 망원동 394-86 ,커피숍,
휴게음식점,카페크레마(cafe crema),서울특별시 마포구 양화로3길 15 (합정동  1층일부),서울특별시 마포구 합정동 387-20 1층일부 ,커피숍,
휴게음식점,카페크레아팜,서울특별시 마포구 창전로2길 31  1층 (신수동),서울특별시 마포구 신수동 101-24 ,커피숍,
휴게음식점,카페탱크식스(cafeTANK6),서울특별시 마포구 증산로 87 (성산동  지하2층일부),서울특별시 마포구 성산동 661 ,커피숍,
휴게음식점,카페테드,서울특별시 마포구 성미산로32길 51 (연남동  지층),서울특별시 마포구 연남동 256-8 지층 ,커피숍,
휴게음식점,카페테틈,서울특별시 마포구 동교로36길 15  1 2층 (연남동),서울특별시 마포구 연남동 382-14 ,커피숍,
휴게음식점,카페테티스 Cafe Tethys,서울특별시 마포구 월드컵로 205 (성산동  성산임대상가107호),서울특별시 마포구 성산동 595 ,커피숍,
휴게음식점,카페토브,서울특별시 마포구 백범로1길 8-15  1호 (노고산동),서울특별시 마포구 노고산동 31-74 ,커피숍,
휴게음식점,카페토브(CAFE TOV),서울특별시 마포구 대흥로 156  대흥교회 1 2층 (대흥동),서울특별시 마포구 대흥동 28-45 대흥교회 ,커피숍,
휴게음식점,카페트렌홍대점,서울특별시 마포구 양화로 지하 188 (동교동  공항철도 홍대입구역 지하2층),서울특별시 마포구 동교동 190-1 ,커피숍,
휴게음식점,카페틔움,서울특별시 마포구 월드컵로14길 13 (서교동  1층),서울특별시 마포구 서교동 442-28 ,커피숍,
휴게음식점,카페페드로끼상암점,서울특별시 마포구 상암산로 48-6 (상암동  디엠씨씨 1층 일부),서울특별시 마포구 상암동 1651 ,커피숍,
휴게음식점,카페펜타곤바이1330,서울특별시 마포구 포은로 27 (합정동  2층),서울특별시 마포구 합정동 395-1 ,커피숍,
휴게음식점,카페플레이버,서울특별시 마포구 월드컵북로 375 (상암동),서울특별시 마포구 상암동 1654 ,커피숍,
휴게음식점,카페피포에스(cafe P4S),서울특별시 마포구 동교로 262-8 (연남동  1층),서울특별시 마포구 연남동 387-14 1층 ,커피숍,
휴게음식점,카페효(hyo),서울특별시 마포구 마포대로14길 13  1층 (공덕동),서울특별시 마포구 공덕동 105-68 ,커피숍,
휴게음식점,커넥츠커피,서울특별시 마포구 성지길 60  1층일부 (합정동),서울특별시 마포구 합정동 376-19 ,커피숍,
휴게음식점,커스텀커피 합정점,서울특별시 마포구 월드컵로8길 40  1층 (서교동),서울특별시 마포구 서교동 381-9 ,커피숍,
휴게음식점,커스텀커피(KUSTOM COFFEE) 상암점,서울특별시 마포구 월드컵북로54길 17  사보이시티디엠씨 1층 120호 (상암동),서울특별시 마포구 상암동 1597 사보이시티디엠씨 ,커피숍,
휴게음식점,커피 베르비에,서울특별시 마포구 성암로 267 (주)문화방송 지하1층 115호 (상암동),서울특별시 마포구 상암동 1603 (주)문화방송 ,커피숍,
휴게음식점,커피101,서울특별시 마포구 와우산로29마길 6 (서교동  1층 일부),서울특별시 마포구 서교동 332-5 ,커피숍,
휴게음식점,커피가게동경,서울특별시 마포구 망원로6길 21  지1층 (망원동),서울특별시 마포구 망원동 410-1 지1층 ,커피숍,
휴게음식점,커피구름,서울특별시 마포구 연남로3길 73-6  지상1층 (연남동),서울특별시 마포구 연남동 564-13 ,커피숍,
휴게음식점,커피그리고,서울특별시 마포구 성암로 219-1 (상암동  1층일부),서울특별시 마포구 상암동 2-35 1층일부 ,커피숍,
휴게음식점,커피기업,서울특별시 마포구 월드컵로3길 14  지하1층 147  148호 (합정동  마포 한강 2차 푸르지오),서울특별시 마포구 합정동 473 마포 한강 2차 푸르지오 ,커피숍,
휴게음식점,커피기업 상암사보이점,서울특별시 마포구 월드컵북로54길 17  사보이시티디엠씨 1층 104호 일부호 (상암동),서울특별시 마포구 상암동 1597 사보이시티디엠씨 ,커피숍,
휴게음식점,커피나눔,서울특별시 마포구 임정로 53 (신공덕동 1층),서울특별시 마포구 신공덕동 2-130 1층 ,커피숍,
휴게음식점,커피농부와 정원,서울특별시 마포구 월드컵로42길 14  102호 (상암동),서울특별시 마포구 상암동 1674 상암월드컵8단지 상가 102호,커피숍,
휴게음식점,커피다,서울특별시 마포구 월드컵북로 361  1층 110호 (상암동  DMC이안상암2단지),서울특별시 마포구 상암동 1653 ,커피숍,
휴게음식점,커피덕,서울특별시 마포구 월드컵북로2길 37  1층 (동교동),서울특별시 마포구 동교동 158-6 ,커피숍,
휴게음식점,커피데이즈 합정역점,서울특별시 마포구 양화로 지하 45  합정역 지하1층 622-101호 (합정동),서울특별시 마포구 합정동 414 합정역 ,커피숍,
휴게음식점,커피두,서울특별시 마포구 마포대로 214  샵 102호 (아현동),서울특별시 마포구 아현동 604-2 샵 ,커피숍,
휴게음식점,커피드니로(coffee deniro),서울특별시 마포구 효창원로 251  1층 (공덕동),서울특별시 마포구 공덕동 7-27 ,커피숍,
휴게음식점,커피디엔에이합정,서울특별시 마포구 월드컵로5길 33-23 (합정동  1 2층),서울특별시 마포구 합정동 386-11 ,커피숍,
