"년월(STD_YM)","년월일(STD_YMD)","블록코드(BLOCK_CD)","X좌표(X_COORD)","Y좌표(Y_COORD)","유입지코드(INFLOW_CD)","시간대0시~1시미만(AVG_00TMST)","시간대1시~2시미만(AVG_01TMST)","시간대2시~3시미만(AVG_02TMST)","시간대3시~4시미만(AVG_03TMST)","시간대4시~5시미만(AVG_04TMST)","시간대5시~6시미만(AVG_05TMST)","시간대6시~7시미만(AVG_06TMST)","시간대7시~8시미만(AVG_07TMST)","시간대8시~9시미만(AVG_08TMST)","시간대9시~10시미만(AVG_09TMST)","시간대10시~11시미만(AVG_10TMST)","시간대11시~12시미만(AVG_11TMST)","시간대12시~13시미만(AVG_12TMST)","시간대13시~14시미만(AVG_13TMST)","시간대14시~15시미만(AVG_14TMST)","시간대15시~16시미만(AVG_15TMST)","시간대16시~17시미만(AVG_16TMST)","시간대17시~18시미만(AVG_17TMST)","시간대18시~19시미만(AVG_18TMST)","시간대19시~20시미만(AVG_19TMST)","시간대20시~21시미만(AVG_20TMST)","시간대21시~22시미만(AVG_21TMST)","시간대22시~23시미만(AVG_22TMST)","시간대23시~0시미만(AVG_23TMST)"
"201601","20160111","1*0*0*2*3*0*7*0*0*0*",956565.125,1957333,"28245",0.03,0,0,0,0,0,0.07,0.01,0,0,0,0.02,0.03,0.1,0,0,0.02,0.01,0.08,0.12,0,0.03,0,0.04
"201606","20160624","1*0*0*6*4*0*4*0*0*0*",957055.875,1957386,"11530",0.04,0,0,0,0.01,0,0,0,0,0.25,0.01,0,0,0,0,0.01,0.18,0.05,0,0.01,0.02,0,0,0.33
"201510","20151031","1*0*0*2*3*0*4*0*0*0*",956816.1875,1957540,"31170",0,0,0,0,0,0,0,0.11,0.01,0,0.07,0.01,0.01,0,0.01,0,0,0,1.15,0,0.08,0.01,0,0.04
"201510","20151013","1*0*0*1*1*0*2*0*0*0*",960158.1875,1958053,"48270",0,0.02,0,0,0,0,0,0,0.03,0,0,0.03,0.02,0.01,0.02,0,0.04,0.01,0,0.01,0,0,0.03,0
"201603","20160309","1*0*0*1*1*0*4*0*0*0*",960155.3125,1955247,"41463",0.02,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.94,0.03,0,0,0.03,0,0.11,0.01,0.02
"201508","20150827","1*0*0*6*4*0*3*0*0*0*",960163.875,1954935,"47111",0,0,0,0,0,0,0,0,0.02,0.02,0,0.01,0,0,0.01,0.01,0.02,0,0.07,0,0,0.01,0.03,0
"201602","20160206","1*0*0*1*2*0*7*0*0*0*",956470.375,1955491,"11560",0.03,0,0,0,0,0,0,0,0,0.11,0,0,0.03,0,0.01,0,0.01,0,0.09,0,0.01,0,0.01,0
"201605","20160517","1*0*0*8*3*0*4*0*0*0*",959377.375,1954733,"41670",0,0.01,0,0,0,0,0,0,0,0.02,0.01,0.01,0,0,0.03,0,0.12,0,0.03,0,1.35,0.06,0.01,0.06
"201509","20150925","1*0*0*3*1*0*2*0*0*0*",956371.625,1957492,"11170",0,0.01,0,0,0,0,0,0,0.01,0.04,0,5.29,0.09,0.01,0,0.03,0,0,0.01,0.12,0.03,0,0,0
"201602","20160201","1*0*0*2*3*0*6*0*0*0*",959919.6875,1955743,"27140",0,0,0,0,0,0,0,0,0.02,0.01,0.21,0.02,0,0,0.01,0.02,0,0.01,0,0.22,0.01,0.05,0,0
"201509","20150923","1*0*0*6*3*0*4*0*0*0*",960751.3125,1954990,"47170",0,0,0,0,0,0,0,0.01,0,0.01,0.11,0,0.01,0.05,0,0,0.01,0,0,0,0.01,0.01,0.01,0.01
"201603","20160301","1*0*0*6*3*0*8*0*0*0*",957154.8125,1954942,"42170",0,0,0,0,0,0,0,0.01,0,0.02,0.03,0,0.04,0.03,0,0.03,0,0,0,0.08,0.11,0.02,0.01,0
"201508","20150817","1*0*0*2*1*0*3*0*0*0*",959615.3125,1955337,"43740",0,0,0.01,0,0,0,0,0,0,0,0.01,0,0.27,0,0.03,0.01,0.01,0.04,0,0.01,0,0,0.01,0
"201603","20160305","1*0*0*3*3*0*5*0*0*0*",955350.375,1954217,"27260",0.01,0.04,0,0,0,0,0,0.01,0,0.05,0.3,0,0,0,0,0.01,0,0.22,0,0.01,0,0,0.01,0
"201604","20160415","1*0*0*2*1*0*3*0*0*0*",957112.6875,1957591,"47210",0,0,0,0,0,0,0.01,0.22,0,0.01,0.02,0.07,0,0.01,0,0.12,0,0.02,0.08,0.07,0.01,0,0,0.01
"201512","20151224","1*0*0*2*3*0*4*0*0*0*",958486.125,1953910,"47900",0,0,0,0,0,0,0.01,0,0.03,0,0.01,0.01,0.04,0.01,0.12,0.07,0.05,0,0,0,0.03,0,0.01,0.07
"201606","20160621","1*0*0*2*1*0*4*0*0*0*",959869.5,1955151,"50130",0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.01,0,0.02,0.05,0.01,0.01,0.03,0.04,0,0.06,0
"201602","20160210","1*0*0*3*4*0*1*0*0*0*",960507.125,1954836,"41370",0,0,0,0,0,1.08,0.04,0,0,0,0.04,0,0.01,0.07,0,0,0.09,0,0,0,0,0,0.18,0.01
"201602","20160219","1*0*0*2*3*0*4*0*0*0*",955983.875,1958155,"41800",0.01,0,0,0,0,0.01,0,0.01,0,0,0.01,0.03,0,0,0.55,0,0,0.05,0,0.01,0,0.05,0,0.25
"201603","20160327","1*0*0*1*1*0*7*0*0*0*",956811.375,1955998,"28245",0.02,0,0,0,0.02,0,0,0,0.01,0.04,0.01,0.04,0.01,0,0,0,0.1,0.23,0.12,0,0.25,0,0.15,0
"201602","20160208","1*0*0*1*1*0*5*0*0*0*",957056.375,1954477,"45790",0.03,0,0,0.01,0,0,0.01,0,0.07,0.01,0.04,0,0.01,0,0.04,0,0,0.01,0.02,0.03,0,0,0,0.02
"201602","20160208","1*0*0*4*1*0*2*0*0*0*",960602.1875,1954581,"31140",0,0,0.01,0,0,0,0,0.02,0.05,0,0.11,0,0,0.09,0.11,0.01,0.03,0.01,0.03,0,0.01,0,0,0
"201607","20160712","1*0*0*7*3*0*1*0*0*0*",955496.125,1954574,"28245",0,0,0.16,0,0.01,0,0,0,0,0.06,0,0.01,0,0,0.2,0.07,0.09,0.05,0.03,1.29,0,0.01,0,0.01
"201606","20160609","1*0*0*6*4*0*4*0*0*0*",960655.6875,1956978,"11530",0,0.01,0,0,0,0,0,0.04,0.11,0,0.01,0,0.37,0.03,0,0,0.07,0,0,0,0,0,0,0
"201603","20160303","1*0*0*7*3*0*4*0*0*0*",956962.8125,1954013,"43111",0,0,0,0,0.22,0,0.02,0,0.08,0,0,0,0.06,0.05,0.01,0,0.04,0,0.01,0.01,0.03,0,0.02,0.02
"201508","20150821","1*0*0*1*1*0*8*0*0*0*",957258.875,1954684,"11230",0,0,0,0,0,0,0,0,0.01,0.03,0.01,0.01,0,4.73,0,0,0.01,0,0.01,0,0,0.03,0,0
"201510","20151022","1*0*0*4*1*0*8*0*0*0*",957649.8125,1955853,"42730",0,0,0,0.01,0.01,0,0,0,0,0.01,0,0.04,0,0,0.05,0.01,0.03,0.01,0.01,0.01,0,0.01,0.02,0.01
"201605","20160516","1*0*0*2*1*0*9*0*0*0*",958535.375,1957383,"47850",0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.03,0.02,0,0.74,0.25,0.03,0,0.02,0.01,0.05,0.02
"201604","20160417","1*0*0*6*1*0*2*0*0*0*",956908.375,1955955,"48123",0.13,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0.1,0.01,0.02,0.01,5.51,0.02,0.01,0,0,0
"201605","20160504","1*0*0*3*4*0*6*0*0*0*",960104.8125,1957591,"46780",0,0,0,0,0,0.01,0.02,0,0.05,0.02,0.02,0,0,0,0,0,0,0,0.08,0.24,0.01,0.04,0,0
"201606","20160625","1*0*0*4*1*0*6*0*0*0*",959427.375,1957131,"46800",0,0.02,0.01,0,0.01,0,0,0,0.76,0.01,0.03,0,0.02,0.01,0.02,0,0.03,0.01,0,0.04,0,0.03,0.14,0
"201605","20160503","1*0*0*3*2*0*1*0*0*0*",959870.375,1954994,"45140",0,0,0,0.01,0,0,0,0.47,0.1,0,0.01,0,0.14,0,0,0.03,0.23,0.01,0,0.01,0,0,0,0.05
"201509","20150918","1*0*0*2*4*0*1*0*0*0*",956322.8125,1956872,"41273",0,0,0,0,0,0,0,0,0.02,0.01,0,0.01,0.01,0.01,0.01,0.02,0,0.05,0.03,0,0.02,0,0.05,0
"201509","20150919","1*0*0*1*1*0*7*0*0*0*",959376.875,1953961,"43150",0,0,0,0,0,0,0,0,0,0.23,0.02,0.01,0.03,0.04,0,0.01,0.05,0,0.03,0,0.02,0.07,0.01,0.05
"201606","20160624","1*0*0*2*4*0*1*0*0*0*",957747.3125,1954890,"48890",0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0,0.02
"201606","20160613","1*0*0*1*4*0*4*0*0*0*",956566.5,1953706,"42190",0.03,0,0,0,0,0,0,0.09,0,0,0.01,0,0.01,0.07,0.01,0,0.02,0.03,0.01,0.21,0.01,0.08,0,0
"201605","20160529","1*0*0*4*1*0*9*0*0*0*",957157.125,1957287,"31110",0,0,0.02,0,0,0,0,0,0.01,0,0.08,0,0.04,0.11,0.04,0,0.11,0.02,0,0,0,0,0.05,0.01
"201605","20160505","1*0*0*2*1*0*7*0*0*0*",958434.5,1954373,"46110",0.01,0,0,0,0,0,0.02,0,0,0,0.02,0.01,0.29,0.5,0.01,0.19,0.01,0,0.01,0.01,0,0.04,0.02,0
"201512","20151201","1*0*0*7*3*0*6*0*0*0*",957696.875,1955038,"11740",0,0,0,0,0,0,0.02,0,0.01,0.01,0.02,0.01,0,0.45,0.01,0,0,0.03,0,0,0.04,0.01,0.02,0
"201511","20151107","1*0*0*6*3*0*3*0*0*0*",957357.8125,1955241,"43710",0,0,0.01,0,0,0,0,0,0.01,0.03,0,0,0.06,2.16,0.01,0.01,0,0.03,0,0,0,0.01,0,0
"201607","20160724","1*0*0*1*1*0*3*0*0*0*",957404.5,1955640,"11470",0.01,0,0,0.01,0,0,0.02,0.04,0.07,0.01,0.06,0,0.08,0.04,0.34,0.49,0.01,0.05,0.05,0.02,0.02,0.01,0,0
"201605","20160522","1*0*0*2*1*0*2*0*0*0*",957006.125,1957589,"44133",0.01,0,0.01,0.01,0,0,0,0,0.12,0.05,0.11,0,0.02,0,0.01,0,0.01,0,0,0.15,0.02,0.06,0.02,0
"201511","20151118","1*0*0*8*3*0*5*0*0*0*",960650.8125,1954932,"44250",0.03,0,0.01,0,0,0,0,0,0,0,0.02,0,0,0.35,0,0.02,0.01,1.15,0,0,0,0,0.02,0
"201604","20160402","1*0*0*8*1*0*6*0*0*0*",957697.1875,1957080,"47113",0,0,0,0,0,0,0,0.01,0,0.02,0.01,0.01,0.01,0.06,0,0,0,0.01,0,0.01,0.04,0.06,0.02,0.05
"201510","20151003","1*0*0*1*2*0*7*0*0*0*",957451.5,1955242,"48129",0.02,0.01,0,0,0.01,0,0,0.01,0,0.01,0,0,0,0,0,0.03,0,0,0,0.1,0,0.03,0.01,0
"201603","20160325","1*0*0*8*2*0*8*0*0*0*",959622.125,1955691,"11710",0,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0.03,0,0,0.01,0,0,0,0.03
"201601","20160108","1*0*0*2*3*0*6*0*0*0*",960406.8125,1954318,"48740",0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.01,0,0,0,0.01,0,0.02,0
"201509","20150911","1*0*0*1*2*0*7*0*0*0*",956664,1954323,"45720",0,0,0,0,0,0,0.01,0,0.03,0,0.1,0.01,0,0,0,0.01,0,0,0,0.03,0,0,0.01,0
"201606","20160625","1*0*0*8*1*0*1*0*0*0*",960800,1957644,"28140",0,0,0,0,0,0,0,0,0,0.01,0.04,0,0,0,0.02,0,0.01,0.02,0.01,0.15,0,0,0.02,0
"201607","20160713","1*0*0*3*2*0*4*0*0*0*",956031.5,1956104,"46830",1.89,0.02,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0.05,0,0,0.56,0.03,0,0,0.9,0.05,0.01,0
"201512","20151214","1*0*0*3*4*0*4*0*0*0*",961388.1875,1955037,"42230",0.01,0,0,0,0,0,0,0.04,0,0.01,0,0.14,0.03,0,0,0.06,0.03,0.11,0.01,0.01,0,0,0,0
"201601","20160111","1*0*0*7*2*0*3*0*0*0*",960259.1875,1956306,"41650",0.01,0,0,0,0,0,0,0,0.02,0,0,0.01,0.04,0.04,0,0,0.01,0,0.06,0,0.08,0,0.01,0
"201512","20151221","1*0*0*6*1*0*1*0*0*0*",956716,1955191,"45111",0,0,0,0,0,0,0,0.01,0.03,0.01,0.01,0,0,0,0,0.04,0,0,0.03,0,0.05,0.03,0,0
"201508","20150807","1*0*0*7*3*0*1*0*0*0*",960310.5,1957488,"41273",0.01,0.01,0,0,0,0,0,0,0.1,0.01,0.01,0.01,0.64,0,0.01,0.01,0.26,0,0.01,0,0.04,0.02,0,0.02
"201510","20151025","1*0*0*4*2*0*5*0*0*0*",956861,1955699,"28170",0.15,0.11,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0.03,0.07,0,0,0.06,0.01,0.01,0.01,0.07
"201607","20160730","1*0*0*3*2*0*1*0*0*0*",960303.625,1954680,"41480",0,0,0,0,0,0,0,0,0,0.01,0,0,14.08,0,0.04,0.03,0.21,0.04,0.02,0.01,0,0.02,0.01,0
"201508","20150804","1*0*0*2*3*0*8*0*0*0*",957056.6875,1954580,"28200",0,0,0,0.01,0,0.01,0,0,0.01,0,0.01,0,0.02,0.01,0,0,0,0.02,0,0,0,0.02,0.01,0.02
"201508","20150823","1*0*0*8*2*0*8*0*0*0*",955741.875,1955853,"44710",0,0,0,0,0,0,0,0,0.08,0,0,0.07,0.01,0.01,0,0,0.01,0,0.02,0,0,0.01,0.02,0
"201508","20150816","1*0*0*8*1*0*3*0*0*0*",956766.125,1955853,"28200",0,0,0.01,0,0,0.05,0,0,0,0,0.04,0.03,0.14,0,0.01,0,0,0,0,6.06,0.15,0.03,0,0.02
"201601","20160120","1*0*0*1*2*0*6*0*0*0*",960606.625,1956822,"30170",0,0,0,0,0,0,0,0.01,0,0,0.01,0,0.16,0.01,0.19,0,0.02,0,0.01,0.01,0.04,0,0.36,0
"201511","20151129","1*0*0*8*2*0*7*0*0*0*",954562.375,1957381,"26290",0,0,0,0,0,0,0,0.01,0.08,0,0.01,0.06,0,0.07,0,0.02,0.01,0,0.02,0,0,0,0.01,0
"201607","20160725","1*0*0*1*2*0*3*0*0*0*",957159.8125,1954529,"43112",0,0,0,0,0,0,0,0.05,0,0,0.16,0,0.07,0,0.01,0,0.06,0.01,0,0.07,0.24,0,0,0
"201605","20160512","1*0*0*6*2*0*1*0*0*0*",959673.875,1954938,"11410",0,0,0,0,0,0,0,0,0.01,0,0.03,0.01,0.01,0.04,0.03,0.07,0,0,0.01,1.61,0.01,0,0,0.17
"201607","20160706","1*0*0*4*2*0*7*0*0*0*",959671.625,1957177,"26530",0.01,0,0,0,0,0,0.02,0,0.02,0,0.01,0.02,0.07,0.01,0.08,0.02,0.07,0,0.01,0,0.01,0.03,0.01,0
"201508","20150831","1*0*0*3*1*0*2*0*0*0*",960113.625,1957694,"47750",0.01,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0.01,0.01,0.02,0.35,0.1,0.02,0.01,0,0,0.03
"201510","20151030","1*0*0*1*1*0*1*0*0*0*",957258.6875,1955853,"11110",0.01,0,0,0,0,0,0,0.04,0,0.05,0.18,0,0,0.98,0.03,0,0.01,0,0.01,0.01,0.03,0.01,0,0.01
"201512","20151229","1*0*0*3*1*0*5*0*0*0*",958191.8125,1954167,"41830",0.04,0,0,0,0,0,0.01,0,0,0.01,0.01,0,0,0.04,0.03,0.04,0,0,0.01,0.02,0,0,0,0
"201509","20150908","1*0*0*4*1*0*0*0*0*0*",956422,1954730,"11470",0.02,0,0,0,0,0,0.01,0,0.03,0.01,0.01,0,0.51,0.01,0,0.05,0,0.09,0.47,0,0,0.01,0.01,0.17
"201602","20160227","1*0*0*8*1*0*3*0*0*0*",957943.5,1955646,"47280",0,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0.07,0,0,0,0.01,0,0,0,0,0,0
"201511","20151106","1*0*0*8*1*0*5*0*0*0*",957650.625,1955404,"44790",0,0,0.03,0,0,0.12,0,0.01,0.02,0,0.01,0.01,0.27,0,0,0.12,0.01,0.06,0.05,0.07,0,0,0,0
"201607","20160730","1*0*0*1*1*0*8*0*0*0*",957600.125,1954893,"42820",0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0,0,0.03,0.01,0,0,0.01,0.04,0.03,0,0
"201605","20160505","1*0*0*3*3*0*3*0*0*0*",960062.625,1957436,"41820",0,0,0,0,0,0,0,0,0,0.16,0.01,0.01,0.04,0.01,0,0.03,0,0.01,0.03,0.01,0,0.02,0,0
"201511","20151107","1*0*0*3*3*0*1*0*0*0*",957110,1957176,"41370",0,0.01,0.01,0,0,0,0,0,0,0.01,2.05,0.7,0,0.03,0,0,0,0,0.01,0.51,0,0.05,0,0
"201605","20160508","1*0*0*2*1*0*0*0*0*0*",955344.375,1955694,"50130",0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0.04,0.01,0,0.02,0,0,0
"201511","20151129","1*0*0*6*3*0*5*0*0*0*",955492,1957279,"41220",0.01,0,0,0,0,0,0,0.08,0,0.01,0,0.02,0,0.01,0,0.01,0.01,0,0,0.13,0,0.08,0,0
"201509","20150925","1*0*0*2*2*0*1*0*0*0*",958387.8125,1954575,"11140",0,0,0.03,0,0,0,0.01,0,0,0,0.33,0,0,0.02,0.01,0.04,0,0.01,0.01,0.38,0,0.07,0,0.01
"201607","20160721","1*0*0*2*4*0*1*0*0*0*",960401.375,1954727,"41830",0.01,0,0,0,0,0,0.01,0,0,0,0.01,0.01,0.01,0,0.02,0.02,0.06,0,0.03,0,0.02,0.01,0,0.01
"201602","20160226","1*0*0*7*3*0*2*0*0*0*",957452.8125,1954630,"41463",0,0,0,0,0,0,0.01,0,0.05,0.14,0.09,0,0.01,0.07,0.02,0.01,0,0.04,0,0.02,0,0.02,0,0
"201512","20151211","1*0*0*3*1*0*4*0*0*0*",960554.875,1955141,"41610",0,0.02,0,0,0,0,0,0.02,0.05,0.04,0.01,0,0.05,0.03,0.02,0.1,0.07,0.01,0,0.05,0.03,0.01,0,0
"201508","20150806","1*0*0*1*4*0*2*0*0*0*",961044.6875,1954884,"11545",0.01,0,0,0,0,0,0.01,0,0,0,0,0.65,0.02,0.06,0.02,0.01,0.02,0,0,0,0.11,0,0,0
"201607","20160718","1*0*0*1*1*0*7*0*0*0*",956667.8125,1957023,"48220",0,0,0.03,0,0,0,0,0,0.02,0.01,0.03,0,0.66,0,0.02,0,0.02,0.13,0,0,0.01,0,0.1,0
"201601","20160101","1*0*0*3*2*0*5*0*0*0*",955198.875,1954990,"41500",0.05,0,0,0,0,0,0,0,0,13.02,0.08,0,0,0.09,0.06,0,0,0.02,0,0,0,0,0.01,0
"201601","20160131","1*0*0*8*1*0*3*0*0*0*",956371.625,1955148,"41480",0,0.01,0,0,0,0,0,0,0,0.01,0,0.03,0,0.04,0,0.01,0,0.03,0.03,0.01,0.02,0.01,0.01,0
"201606","20160615","1*0*0*2*4*0*1*0*0*0*",957257.625,1955138,"47850",0,0,0,0,0,0,0.01,0,0.03,0.02,0.01,0,0.01,0.09,0.66,0,0,0.26,0.02,0.01,0.16,0,0,0.05
"201508","20150801","1*0*0*2*1*0*7*0*0*0*",958585.375,1954526,"44730",0,0.02,0,0,0.03,0,0,0.01,0.01,0.01,0,0,0.01,0,0.05,0.02,0.05,0,0,0,0,0,0,0.08
"201602","20160218","1*0*0*2*3*0*4*0*0*0*",956569.1875,1953807,"44760",0,0,0,0,0,0,0,0,0,0.12,0,0.05,0.02,0.05,0.01,0.07,0,0.01,0.04,0.02,0,0,0,0
"201607","20160704","1*0*0*8*1*0*2*0*0*0*",960162.875,1957489,"43730",0,0.01,0,0,0,0,0,0,0,0.03,0,0.01,0.41,0.01,0,0.02,0.04,0.01,0,0,0.04,0,0,0.01
"201512","20151203","1*0*0*3*2*0*5*0*0*0*",955787.125,1955286,"26320",0,0,0,0,0,0,0,0,0,0.01,0.02,0.31,0,0,0,0.01,0.02,0.03,5.13,0,0.02,0.05,0,0.02
"201601","20160107","1*0*0*2*3*0*4*0*0*0*",956030.6875,1956161,"28170",0,0,0,0,0,0,0.03,0.01,0,0,0.05,0.03,0,0.02,0.21,0,0.03,0.03,0,0,0.03,0,0,0.01
"201605","20160529","1*0*0*6*2*0*9*0*0*0*",960353.125,1957077,"46800",0,0,0,0,0,0,0.01,0,0,0,0.01,0.01,0.03,0,0.01,0.73,0.02,0.03,0,0.02,0,0,0.01,0
"201509","20150930","1*0*0*2*1*0*8*0*0*0*",957208.375,1954321,"27140",0.01,0.07,0,0,0.01,0,0,0,0.01,0,0,0.22,0,0,0,0,0.03,0.03,0,0,0,0,0,0
"201512","20151228","1*0*0*6*3*0*2*0*0*0*",960752.8125,1956921,"28140",0.13,0,0.01,0,0,0,0,0,0.03,0.01,0.03,0,0.01,0,0.01,0.01,0,0,0,0,0,0.01,0,0
"201601","20160126","1*0*0*4*2*0*2*0*0*0*",960505.875,1954727,"41480",0.01,0.06,0,0,0,0,0,0,0,0.04,0,0.02,0.01,0,0.02,0,0.31,0.01,0.02,0,0.01,0.01,0,0.02
"201605","20160511","1*0*0*3*3*0*3*0*0*0*",957357.3125,1954426,"29200",0.07,0,0.04,0,0,0.01,0,0,0,0.03,0,0,0,0.01,0.01,0.01,0,0.46,0.03,0.06,0,0,0,0
"201605","20160513","1*0*0*1*1*0*7*0*0*0*",959966.3125,1954829,"28170",0.02,0,0,0,0,0.01,0.06,0,0.01,0.02,0,0.01,0.02,0.03,0,0,0.01,0.01,0.05,0,0,0.01,0.01,0.14
"201508","20150831","1*0*0*4*2*0*5*0*0*0*",960064.3125,1957181,"11650",0,0,0,0,0,0,0.04,0.04,0.01,0.01,0,0,0.02,0,0,0.06,0,0,0,0,0.01,0,0,0.01
"201604","20160413","1*0*0*7*4*0*4*0*0*0*",960749.3125,1957182,"30230",0.05,0,0,0,0,0,0,0,0,0,0,0.06,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.02,0
"201508","20150823","1*0*0*3*4*0*5*0*0*0*",957405.3125,1954628,"42110",0,0,0,0.01,0,0,0.02,0.04,0,0.01,0,0.03,0,0.01,0.01,0.04,1.77,0,0,0,0,0.04,0,0
"201602","20160212","1*0*0*1*1*0*8*0*0*0*",955197.1875,1955306,"26530",0,0,0,0,0.01,0,0,0,0.01,0.15,0.01,0.02,0,0.01,0,0.01,0.03,0.05,0.01,0.01,0.01,0,0.01,0
"201508","20150812","1*0*0*8*1*0*2*0*0*0*",960997.375,1954115,"44800",0,0.04,0,0,0,0,0,0.08,0,0,0,0.11,0,0.02,0.05,0.67,1.22,0,0,0.01,0,0,0,0.01
"201508","20150810","1*0*0*1*1*0*1*0*0*0*",956960.1875,1954883,"30110",0.15,0,0,0.07,0.01,0,0,0,0.01,0,0.01,1.69,0,0.23,0.01,0.01,0,0,0.02,0.32,0,0.08,0.01,0.01
"201605","20160515","1*0*0*1*2*0*3*0*0*0*",955692.125,1954885,"46150",0,0,0,0,0,0,0.03,0,0,0.01,0,0.02,0.29,0.02,0,0.01,0.02,0.08,0.12,0.04,0.01,0.03,0.02,0
"201510","20151030","1*0*0*4*1*0*3*0*0*0*",957944.3125,1955185,"27260",0,0,0,0,0,0,0,0,0,0.05,0.08,0.01,0,0.23,0,0,0.12,0,0.01,0.01,0.01,0,0.08,0
"201512","20151224","1*0*0*1*4*0*2*0*0*0*",959328.875,1956110,"41117",0,0.01,0,0,0,0,0,0.02,0,0,0.03,0,0.11,0,0.03,0.17,0.02,0,0.01,0.14,0,0,0,0.01
"201510","20151003","1*0*0*1*1*0*3*0*0*0*",959721.625,1956257,"42730",0.01,0,0,0,0,0,0,0,0,0.13,0.36,0.01,0,0.06,0,0.03,0.12,0.02,0,0,0,0.04,0,0
"201607","20160717","1*0*0*2*1*0*7*0*0*0*",958924.875,1957848,"41111",0,0,0,0,0,0.53,0,0,0,0,0.35,0.02,0,0,0.01,0.01,0,0,0.01,0,0.88,0,0,0
"201603","20160305","1*0*0*1*1*0*8*0*0*0*",957503.875,1955398,"44180",0,0,0,0,0,0,0,0,0.01,0.03,0,0,0.07,0.01,0.74,0.03,0,0.1,0.02,0.05,0,0,0.09,0
"201601","20160116","1*0*0*1*2*0*7*0*0*0*",960258.6875,1953704,"41463",0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0,0,0,0.01,0,0.01,0,0,0,0.01,0,0
"201508","20150811","1*0*0*6*4*0*3*0*0*0*",957701.125,1954576,"48870",0,0,0,0,0.02,0,0,0,0,0.46,0.02,0.05,0.01,0.05,0,0.05,0,0.03,0.02,0.02,0.01,0.28,0,0.01
"201606","20160613","1*0*0*6*1*0*5*0*0*0*",956326.125,1954270,"48170",0.13,0,0,0,0,0,0,0,0.01,0,0.03,1.21,0,0,0,0.02,0,0.09,0.03,0.01,0,0.18,0,0
"201603","20160321","1*0*0*4*1*0*9*0*0*0*",960304.625,1956818,"41480",0,0,0,0,0,0,0,0,0.07,0.01,0,0,0.01,0,0.04,0.01,0.01,0.01,0,0.16,0.08,0,0.08,0
"201601","20160108","1*0*0*8*2*0*3*0*0*0*",959665.375,1956308,"41273",0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0,0.01,0.02,0,0,0.02,0,0,0.03,0.09
"201606","20160628","1*0*0*8*1*0*4*0*0*0*",958973.8125,1957080,"45113",0,0,0,0.55,0,0,0,0.01,0.12,0.01,0,0.02,0.08,0.09,0,0,0.05,0.05,0,0,0,0,0.01,0.02
"201606","20160626","1*0*0*3*3*0*5*0*0*0*",959920.6875,1955244,"29140",0.13,0,0.01,0,0,0,0,0,0.01,0,0.06,0.01,0.3,0,0.13,0.02,0,0.02,0,0,0,0.01,0.98,0
"201605","20160529","1*0*0*4*2*0*4*0*0*0*",959920.375,1955237,"47190",0,0,0.01,0.05,0,0,0,0,0.5,0.13,0.01,0,0,0.01,0,0,0,0.02,0.02,0,0.05,0.02,0.01,0
"201511","20151126","1*0*0*4*2*0*6*0*0*0*",958487.3125,1954321,"27710",0,0,0,0,0,0,0,0.04,0.01,0,0,0,0.06,0,0.01,0,0.01,0.06,0.02,0.01,0.07,0,0.02,0.01
"201511","20151112","1*0*0*4*1*0*8*0*0*0*",959920.875,1954581,"43760",0,0,0,0,0,0,0,0,0,0.01,0.1,0.01,0.01,0.01,0.05,0,0,0.03,0.01,0,0.12,0,0,0.02
"201601","20160116","1*0*0*4*2*0*2*0*0*0*",957406.375,1955899,"31200",0,0,0,0,0,0.01,0.01,0.01,0.01,0,0.15,0.01,0.02,0.08,0.02,0.03,0,0.02,0.01,0,0,0,0.03,0
"201605","20160515","1*0*0*2*1*0*7*0*0*0*",960014.8125,1954270,"41430",0,0,0,0,0,0,0,0,0.01,0,0.02,0.06,0.01,0.03,0,0,0.2,0,0.01,0.02,0.07,0,0,0.02
"201606","20160613","1*0*0*8*2*0*1*0*0*0*",956963.125,1955141,"45113",0,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0.09,0.02,0,0,0.3,0.01,0.01,0,0.01,0,0
"201607","20160706","1*0*0*7*2*0*8*0*0*0*",960450.6875,1957177,"42800",0,0.01,0,0,0,0,0,0,0.15,0.18,0.16,0.04,0.03,0.01,0.51,0,0.04,0,0.02,0.01,0.01,0,0,0
