"년월(STD_YM)","년월일(STD_YMD)","블록코드(BLOCK_CD)","X좌표(X_COORD)","Y좌표(Y_COORD)","유입지코드(INFLOW_CD)","시간대0시~1시미만(AVG_00TMST)","시간대1시~2시미만(AVG_01TMST)","시간대2시~3시미만(AVG_02TMST)","시간대3시~4시미만(AVG_03TMST)","시간대4시~5시미만(AVG_04TMST)","시간대5시~6시미만(AVG_05TMST)","시간대6시~7시미만(AVG_06TMST)","시간대7시~8시미만(AVG_07TMST)","시간대8시~9시미만(AVG_08TMST)","시간대9시~10시미만(AVG_09TMST)","시간대10시~11시미만(AVG_10TMST)","시간대11시~12시미만(AVG_11TMST)","시간대12시~13시미만(AVG_12TMST)","시간대13시~14시미만(AVG_13TMST)","시간대14시~15시미만(AVG_14TMST)","시간대15시~16시미만(AVG_15TMST)","시간대16시~17시미만(AVG_16TMST)","시간대17시~18시미만(AVG_17TMST)","시간대18시~19시미만(AVG_18TMST)","시간대19시~20시미만(AVG_19TMST)","시간대20시~21시미만(AVG_20TMST)","시간대21시~22시미만(AVG_21TMST)","시간대22시~23시미만(AVG_22TMST)","시간대23시~0시미만(AVG_23TMST)"
"201601","20160119","1*0*0*4*2*0*5*0*0*0*",958924.875,1954837,"11500",0,0,0,0,0,0,0.01,0,0.01,0.05,0.01,0,0.04,0.01,0.11,0.09,0,0.07,0.01,0.03,0,0,0,0.01
"201603","20160301","1*0*0*6*1*0*1*0*0*0*",960504.625,1957284,"41287",0.01,0,0.1,0,0,0,0,0,0,0.14,0,0.07,0,0.02,0,0.03,0.05,0.1,0.01,0.01,0,0.01,0.05,0.01
"201606","20160622","1*0*0*8*3*0*2*0*0*0*",959476.375,1955255,"48110",0.01,0,0,0,0,0,0,0,0.03,0,0.06,0,0,0.01,0.01,0.01,0,0.04,0,0.04,0,0,0,0
"201606","20160630","1*0*0*2*4*0*1*0*0*0*",955885.5,1957128,"46130",0,0.01,0,0.02,0,0,0,0,0,0.01,0,0,0.05,0.01,0.04,0,0,0,0.02,0.27,0,0,0,0.02
"201601","20160117","1*0*0*3*2*0*5*0*0*0*",957204.125,1956059,"42210",0.03,0,0,0.01,0,0,0,0,0,0.03,0.01,0.01,0.26,0,0,0,0.01,0.01,0,0.03,0.01,0,0,0.25
"201512","20151215","1*0*0*4*1*0*5*0*0*0*",955344.125,1956101,"46830",0.01,0,0.13,0,0,0,0,0,0,0.01,0,0,0,0,0.09,0.01,0.04,0,0,0.01,0,0.01,0,0
"201508","20150804","1*0*0*4*1*0*4*0*0*0*",956711.6875,1954735,"41197",0,0,0,0,0,0,0,0,0,0.02,0,0.01,0.02,0,0.01,0,0.08,0,0.03,0.04,0.71,0,0,0
"201601","20160130","1*0*0*6*1*0*6*0*0*0*",959426.6875,1953962,"43114",0.01,0.07,0,0,0,0.03,0,0,0,0,0.01,0.01,0,0,0,0,0.02,0.01,0,0.01,0,0.07,0,0
"201511","20151124","1*0*0*1*1*0*2*0*0*0*",955638.625,1954115,"11380",0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0.08,0,0,0.07,0,0.23,0,0,0,0
"201510","20151015","1*0*0*2*3*0*7*0*0*0*",961044.6875,1955088,"11305",0,0,0,0,0,0,0.1,0.01,0.08,0,0,0,0,0.01,0,0.01,0.03,0.03,0.05,0.01,0,0,0,0
"201602","20160216","1*0*0*2*3*0*4*0*0*0*",957058,1957696,"48870",0.04,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0.13,0.01,0.07,0.01,0.01,0,0,0.34,0,0,0.24
"201607","20160703","1*0*0*7*2*0*4*0*0*0*",957010.625,1954218,"41390",0.11,0,0,0,0,0,0,0,0.01,0,0.01,0.02,0.02,0.01,0,0.18,0,0.03,0,0.03,0.02,0.01,0.01,0
"201607","20160719","1*0*0*6*4*0*9*0*0*0*",956665.875,1958106,"43710",0,0,0,0,0,0,0,0,0,0.01,0,0.02,0.44,0.01,0.01,0,0,0,7.06,0.02,0,0.01,0.02,0
"201606","20160616","1*0*0*1*3*0*3*0*0*0*",955540.8125,1955253,"43150",0,0,0,0,0,0.01,0,0,0,0.01,0,0.01,0.02,0.05,0.01,0,0,0,0.02,0.04,0,0.01,0.01,0
"201508","20150824","1*0*0*2*3*0*7*0*0*0*",955001.125,1958104,"11110",0.01,0,0,0,0.01,0,0,0,0.03,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0.01,0.01,0
"201511","20151114","1*0*0*1*1*0*2*0*0*0*",956568.875,1954994,"44250",0.01,0,0.01,0,0,0,0,0,0.06,0.01,0.09,0,0.06,0,0.5,0.08,0.02,0.01,0,0,0.02,0.01,0.02,0.01
"201603","20160306","1*0*0*4*2*0*4*0*0*0*",957402.875,1954523,"11110",0,0,0,0.02,0,0.07,0,0,0.08,0.01,0.03,0.01,0.05,0.01,0.12,0,0,0,0,0,0,0,0,0
"201602","20160216","1*0*0*3*2*0*2*0*0*0*",960111.6875,1953705,"11590",0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.04,0.01,0,0.13,0.01,0.02,0,0.01,0,0,0,0.02
"201602","20160210","1*0*0*1*1*0*7*0*0*0*",959574,1954525,"45790",0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,0,0.01,0,0.02,0.55,0.01,0,0.17,0.03,0.01
"201512","20151220","1*0*0*6*4*0*5*0*0*0*",960309.5,1957126,"27230",0,0,0,0,0,0,0,0.01,0.01,0,0.02,0,0.01,0.02,0,0,0.03,0.01,0,0.02,0,0,0.02,0
"201605","20160529","1*0*0*6*2*0*0*0*0*0*",956861.8125,1955998,"41113",0,0,0,0,0,0,0,0,0,0,0.02,0.18,0.01,0,0,7.88,0.02,0.01,0.03,0.05,0.01,0,0,0
"201604","20160428","1*0*0*2*3*0*5*0*0*0*",958634.3125,1955817,"41111",0.03,0,0,0.02,0,0,0,0,0.03,0,0.01,0,0.04,0,0,0,0.01,0.04,1.01,0,0.07,0.01,0,0
"201606","20160602","1*0*0*7*3*0*9*0*0*0*",959427.375,1954218,"47113",0,0.02,0.06,0,0.07,0,0,0,0.02,0.18,0,0.01,0.03,0.01,0,0,0,0.12,0.03,16.51,0,0.01,0,0
"201602","20160218","1*0*0*7*3*0*9*0*0*0*",960353.3125,1956110,"41271",0,0.04,0.02,0,0,0,0,0,0,0.09,0,0,0,0,0.01,0,0,0,0.03,0,0,0.01,0.01,0
"201508","20150829","1*0*0*3*3*0*2*0*0*0*",960117.875,1954726,"41465",0,0.02,0,0,0,0,0,0,0,0.01,0,0.02,0.01,0.04,0,0.01,0.03,0.01,0.04,0.04,0,0.01,0.14,0.02
"201605","20160528","1*0*0*2*3*0*7*0*0*0*",961290.125,1954631,"48250",0.01,0,0,0,0,0,0.02,0.01,0.12,0,0.09,0,0,0,0.01,0.01,1.68,0.01,0,0.08,0.17,0,0.03,0
"201604","20160409","1*0*0*8*2*0*1*0*0*0*",959573.8125,1956154,"41115",0,0,0,0,0,0,0,0,0,0.01,0.02,0.01,0,0.13,0,0,0,0,0,0,0,0,0,0
"201508","20150825","1*0*0*2*1*0*7*0*0*0*",960507.8125,1954472,"41199",0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0.02,0.02,0,0,0,0
"201601","20160110","1*0*0*2*3*0*3*0*0*0*",960015,1957023,"26230",0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.02,0
"201607","20160731","1*0*0*8*2*0*8*0*0*0*",956375.125,1955344,"44200",0.01,0,0,0,0.13,0,0,0,0,0.03,0,0.01,0,0.09,0.03,0,0.05,0,0.01,0.01,0.03,0.19,0,0
"201602","20160220","1*0*0*3*2*0*5*0*0*0*",957209.125,1955286,"46800",0,0,0,0.01,0,0,0,0.02,0,0.01,0.01,0,0.09,0,0,0.03,0.01,0,0,0.01,0.01,0,0,0.01
"201607","20160721","1*0*0*1*1*0*2*0*0*0*",957651.875,1955335,"27170",0,0,0.01,0,0,0,0.01,0,0.01,0.03,0.07,0,0.02,0.01,0.01,0.09,0.46,0.04,0,0.05,0.03,0.07,0.02,0.09
"201508","20150822","1*0*0*7*3*0*3*0*0*0*",960260.1875,1955098,"11170",0,0.06,0,0,0,0.02,0,0,0.01,0.05,0,0.04,0.07,0,0,0.01,1.81,0.09,0.07,0.01,0.02,0,0.01,0
"201605","20160513","1*0*0*2*1*0*0*0*0*0*",957450.875,1957645,"50130",0,0,0.01,0.01,0,0,0,0.01,0,0.01,0,0.3,0,0.11,0.01,0,0,0,0.28,0.01,0,0.03,0.02,0.01
"201602","20160221","1*0*0*8*1*0*4*0*0*0*",960210,1956971,"11320",0.06,0,0,0,0.04,0.01,0,0,0,0,0,0.01,0,0.17,0,1.53,0.06,0.05,1.84,0,0,0,0.01,0.02
"201605","20160504","1*0*0*4*2*0*7*0*0*0*",958826.3125,1954885,"31170",0,0,0,0,0,0.08,0,0,0.01,0,0.04,0,0.01,0,0,0.01,0,0,0,0.33,0,0,0.01,0
"201603","20160311","1*0*0*1*1*0*7*0*0*0*",957012.375,1958157,"28185",0,0,0.01,0.01,0.03,0,0,0,0,0.01,0.01,0.04,0,0,0.03,0,0.01,0,0.01,0.01,0.05,0,9.25,0
"201605","20160502","1*0*0*3*4*0*7*0*0*0*",957259.375,1957591,"29140",0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0.05,0.01,0.01,0.01,0.01,0,0.01,0.49,0,0.02,0
"201604","20160407","1*0*0*3*2*0*3*0*0*0*",960305.8125,1957023,"42190",0.04,0.01,0.02,0,0,0.01,0,0.03,0.01,0,0,0.01,0,0,0,0.01,0.03,0.01,0,0,0.01,0.01,1.37,0
"201509","20150927","1*0*0*4*2*0*2*0*0*0*",959723.375,1955083,"45210",0,0,0,0,0,0,0,0.01,0.01,0,0,0.01,0,0.01,0,0,0.02,0,0.04,0,0.06,0.08,0,0
"201603","20160319","1*0*0*2*3*0*3*0*0*0*",959427.875,1956512,"44800",0,0.06,0,0,0.01,0.01,0.01,0,0.01,1.52,0.01,0.1,0,0.03,0,2.38,0.03,0,0.02,0,0,0.41,0.04,0
"201606","20160628","1*0*0*1*3*0*2*0*0*0*",960799.5,1957642,"43730",0,0,0,0,0,0,0,0,0.07,0,0,0.08,0,0,0.03,0.07,0.06,0.01,0.01,0.04,0.02,0.01,0,0
"201511","20151130","1*0*0*8*2*0*5*0*0*0*",954562.375,1954473,"28200",0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.04,0.04,0.01,0,0,0,0.02,0,0.05
"201508","20150809","1*0*0*6*2*0*5*0*0*0*",959526.3125,1954423,"44133",0,0,0,0,0,0,0.18,0,0.02,16.31,0.08,0,0.02,0.02,0.02,0,0,0,0,0.19,0.01,0,0,0.01
"201511","20151130","1*0*0*2*3*0*5*0*0*0*",960947.125,1957082,"41730",0,0,0.01,0,0,0,0,0,0,0,0,0.08,0,0.09,0.02,0.01,0.01,0,0,0.01,0,0.01,0.01,0.03
"201602","20160212","1*0*0*6*2*0*5*0*0*0*",960700.8125,1955716,"41131",0,0,0,0,0,0,0,0.02,0,0.03,0,0,0.07,0.02,0.1,0.02,0,0,0.02,0,0.02,0,0,0
"201602","20160221","1*0*0*2*2*0*1*0*0*0*",959770.375,1953755,"42130",2.09,0,0,0,0.13,0,0.01,0.02,0.02,0.01,0,0.01,0.01,0.08,0.01,0.01,0,0.02,0.01,0.01,0,0,0,0
"201512","20151201","1*0*0*2*1*0*1*0*0*0*",960215.875,1955080,"41173",0,0,0,0,0,0,0,0,0.01,0,0,0.04,0.11,0.01,0.04,0.15,0.03,0.04,0.03,0,0.17,0.03,0,0.08
"201601","20160107","1*0*0*2*3*0*9*0*0*0*",956861.3125,1954423,"27230",0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0.01,0,0,0.01,0,1.12,0.03,0.1
"201605","20160509","1*0*0*3*2*0*5*0*0*0*",955297.8125,1955408,"41430",0,0.04,0,0,0,0.29,0,0,0,0.02,0,0.01,0.01,0,6.83,0,0.36,0,0,0,0,0.51,0.02,0
"201607","20160711","1*0*0*3*2*0*4*0*0*0*",956274.8125,1954580,"41173",0,0.01,0,0,0,0,0,0.01,0.01,0.01,0.01,0.04,0,0.01,0,0.05,0.03,0.03,0,0,0.05,0,0.01,0
"201512","20151216","1*0*0*2*4*0*1*0*0*0*",960210.6875,1955492,"47290",0,0,0,0,0,0.02,0.03,0,0.04,0,0.02,0,0.13,0,0.03,0.05,0,0,0.25,0.01,0.03,0,0.01,0
"201601","20160120","1*0*0*6*3*0*3*0*0*0*",954756.625,1954680,"29170",0.06,0.09,0,0,0,0,0,0.02,0,0,0,0.04,0.01,0.01,0.03,0,0,0,0,0,0,0,0.06,0
"201509","20150918","1*0*0*4*1*0*6*0*0*0*",956613.125,1957178,"42150",0.02,0.01,0,0,0,0,0,0,0,0.04,0.02,0,0.08,0.03,0.01,0.01,0,0.12,0,0.01,0,0.02,0.01,0
"201603","20160319","1*0*0*3*4*0*2*0*0*0*",960203.625,1954838,"48250",0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0,0.01,0.02,0,0,0,0,0,0.01
"201604","20160411","1*0*0*4*1*0*0*0*0*0*",954808.8125,1957589,"11710",0,0,0.01,0,0,0,0.05,0.01,0,0,0,0,0.01,0.03,0,0.53,0.25,0.01,0.19,0.13,0,3.44,0,0.01
"201601","20160125","1*0*0*1*1*0*7*0*0*0*",958488.625,1953859,"41650",0,0,0.03,0,0.01,0,0,0,0.17,0,0.05,0.01,0,0.12,0,0,0,0,0.06,0,0.03,0.02,0,0
"201605","20160507","1*0*0*6*2*0*4*0*0*0*",956327.375,1954165,"11305",0,0.2,0,0,0,0,0,0.24,0,0.08,0,0,0,0,0.01,0,0,0.02,0.01,0.01,0.04,0,0,0.01
"201509","20150926","1*0*0*2*3*0*7*0*0*0*",957063.3125,1957281,"43113",0,0,0,0,0,0.2,0.01,0,0,0,0.02,0.03,0.05,0.02,0,0.01,0.04,0.02,0.01,0,0,0,0,0
"201510","20151014","1*0*0*6*4*0*3*0*0*0*",955982.8125,1955742,"41131",0,0,0,0,0,0,0,0,0,0.01,0.02,0.02,0,0,0.05,0.03,0.04,0.01,0,0,0.01,0,0.02,0.02
"201604","20160427","1*0*0*7*3*0*4*0*0*0*",956328,1956006,"11650",0,0,0.01,0,0,0,0.01,0,0.01,0.01,0,0.01,0.03,0.01,0.01,0.68,0.09,0,0.01,0.01,0,0,0,0.02
"201602","20160208","1*0*0*1*1*0*5*0*0*0*",956666.6875,1955195,"45730",0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0.03,0,0,0.07,0.15,0.06,0,0,0.08,0,0.05
"201601","20160124","1*0*0*3*2*0*5*0*0*0*",960604.375,1955292,"44770",0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.15,0,0,0,0.1,0.04,0,0.02,0.01,0.02,0,0.01
"201603","20160315","1*0*0*1*1*0*7*0*0*0*",955099.375,1955093,"30230",0,0.01,0,0,0,0.01,0,0,0,0,0,0.01,0,0.02,0.01,0,0,0,0.03,0,0,0.01,0.01,0
"201510","20151024","1*0*0*3*3*0*3*0*0*0*",957993.875,1956205,"41117",0,0,0,0,0,0.05,0.06,0.01,0.84,0.1,0,0,0,0.01,0,0,0,0.62,0,0.01,0,0.04,1.38,0.03
"201508","20150825","1*0*0*2*3*0*7*0*0*0*",957944.8125,1958106,"41285",0,0,0,0,0,0,0,0,0.1,0.03,0.01,0,0.02,0.01,0.01,0,5.25,0.02,0,0.41,0,0.23,0,0.01
"201509","20150919","1*0*0*2*3*0*4*0*0*0*",958728.8125,1954926,"46170",0,0,0,0,0.01,0,0,0,0,2.48,0.04,0,0.09,0,0.1,0,0.06,0.01,0.01,0,0.17,0.13,0,0
"201509","20150916","1*0*0*2*4*0*1*0*0*0*",958781.375,1956101,"30230",0.01,0,0.04,0,0,0.01,0,0.08,0.04,0.01,0,0.03,0,0.06,0.01,0.03,0,0.01,0,0,0,0,0,0
"201601","20160103","1*0*0*4*2*0*1*0*0*0*",960111.875,1955189,"48250",0,0,0,0,0,0,0,0,0.02,0.01,0,0.01,0.03,0,0,0.01,0,3.46,0,0.01,0.01,0.02,0.18,0.02
"201605","20160520","1*0*0*4*1*0*9*0*0*0*",958389.5,1956973,"30140",0,0,0,0,0,0,0.02,0,0.01,0.03,0.01,0,0,0.08,0,0.01,0.01,0.02,0.11,0.02,0,0.02,0.02,0.01
"201512","20151221","1*0*0*7*3*0*2*0*0*0*",957006.125,1954322,"41800",0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0.01,0.03,0.02,0,0.07,0.01,0.14,0.08
"201607","20160729","1*0*0*1*4*0*2*0*0*0*",955002.375,1955560,"30140",0,0,0,0,0,0,0.01,0,0.43,0.01,0.01,0.01,0.01,0,0.04,0.01,0.01,0,0.01,0,0.01,0,0,0.01
"201511","20151119","1*0*0*2*3*0*4*0*0*0*",956326.625,1956049,"46720",0.06,0,0,0.01,0,0,0,0.01,0,0.01,0,0,0.02,0,0,0.03,0,0.02,0,0.01,0,0.02,0.02,0
"201512","20151217","1*0*0*2*3*0*5*0*0*0*",960159.6875,1955742,"41360",0,0,0,0,0,0,0,0,0.01,0.03,0.04,0.01,0.08,0.05,0.11,0.01,0,0.01,0.01,5.56,0,0.01,0,0.03
"201512","20151230","1*0*0*1*3*0*2*0*0*0*",954707,1955501,"46110",0.01,0,0,0,0,0,0,0,0.07,0,0,0.13,0,0,0.01,0,0,0.01,0.11,0.01,0.41,0,0.01,0
"201605","20160506","1*0*0*2*1*0*3*0*0*0*",954953.125,1957335,"41271",0,0,0.02,0,0,0,0,0.04,0,0,0,0.01,0,0,0.04,0,0,0.01,0.26,0,0.03,0.03,0.01,0
"201601","20160102","1*0*0*1*1*0*1*0*0*0*",958586.875,1955295,"46170",0.04,0.11,0,0,0,0,0,0,0.01,0,0.03,0.01,0,0.02,0.03,0,0,0,0.01,0,0,0,0,0
"201602","20160211","1*0*0*1*1*0*1*0*0*0*",955641.125,1955080,"11500",0.01,0.02,0,0,0.01,0,0,0,0,0.12,0.01,0,0,0.01,0.02,0,0.04,0,0,0,0,0,0,0
"201512","20151218","1*0*0*1*1*0*9*0*0*0*",956664.8125,1954933,"47730",0,0.01,0,0,0,0,0,0.08,0.02,0.03,0,0.01,0,0.01,0,0,0,0.01,1.41,0,0.01,0.02,0,0.01
"201601","20160105","1*0*0*2*3*0*1*0*0*0*",958190.8125,1957949,"48220",0,0.05,0,0,0,0,0,0,0.31,0.46,0,0,0.02,0.07,0.15,0.01,0.02,0,0.02,0.01,0,0.01,0.04,0.02
"201606","20160617","1*0*0*1*1*0*5*0*0*0*",957648.1875,1955745,"42770",0,0,0,0,0,0,0,0,0,0,0,0.02,0.06,0,0.06,0.19,0.02,0,0,0.01,0.01,0,0,0
"201603","20160326","1*0*0*3*2*0*5*0*0*0*",957254.375,1954220,"43730",0,0,0.03,0.01,0,0,0.01,0,0,0.14,0.01,0,0.02,0.02,0.02,0.01,0.31,0.18,0.06,0.03,0,0.01,0,0
"201605","20160508","1*0*0*7*4*0*5*0*0*0*",956662.6875,1955353,"28200",0,0.02,0,0,0,0.01,0,0,0,0,0.06,0,0,0,0,0.07,0,0.03,0,0.03,0.04,0,0,0
"201508","20150815","1*0*0*1*1*0*7*0*0*0*",957204.875,1954165,"29155",0,0,0,0,0,0,0,0,0,0.13,0,0,0.12,0.01,0.05,0,0.03,0.26,0.01,0.01,0.02,0.01,0,0.01
"201509","20150913","1*0*0*7*2*0*8*0*0*0*",957406.375,1954774,"43150",0,0,0,0.04,0,0,0,0,0,0,0.11,0,0,0.05,0,0,0.01,0.01,0,0,0.02,0,0,0.01
"201607","20160727","1*0*0*2*1*0*8*0*0*0*",956325.3125,1957334,"47130",0,0,0,0,0,0.02,0,0,0,0,0,0.7,0,0.02,0.02,0.01,0,0.07,0.68,0.03,0,0.03,0,0.17
"201607","20160713","1*0*0*3*4*0*2*0*0*0*",957205.375,1955848,"48890",0.01,0,0.01,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.01,0,0.26,0
"201601","20160121","1*0*0*7*4*0*4*0*0*0*",960158.1875,1956667,"28185",0.03,0,0,0,0.16,0,0,0.06,0,0.06,0.02,0.03,0,0,0.03,0.04,0.1,0.02,0,0,0,0,0,0
"201509","20150922","1*0*0*1*2*0*6*0*0*0*",960749.8125,1957849,"26710",0.01,0,0,0,0,0,0,0,0.68,0.07,0.05,0,0.02,0.01,0,0.03,0.07,0,0,0,0.01,0.06,0,0
"201601","20160114","1*0*0*4*1*0*6*0*0*0*",957355.375,1954782,"31140",0.01,0.01,0,0,0,0,0.01,0,0,0.04,0.1,0.01,0.01,0.04,0.1,0.01,0.1,0,0.02,0,0.02,0.01,0.02,0
"201603","20160314","1*0*0*4*1*0*5*0*0*0*",954951.6875,1954629,"41135",0,0,0,0,0,0,0,0.09,0.03,0.48,0,0,0,0.06,0,0.02,0.03,0.01,0.01,0.11,0,0,0.33,0.02
"201511","20151103","1*0*0*2*3*0*4*0*0*0*",957403.6875,1954580,"11380",0,0,0,0,0,0,0,0,0.01,0,0,0,0.03,0,0,0.01,0.03,0,0.02,0,0.11,0.07,0,0
"201607","20160707","1*0*0*1*1*0*7*0*0*0*",956713.3125,1957696,"47111",0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.05,0,0.09,0.01,0,0,0,0.01
"201512","20151203","1*0*0*3*3*0*5*0*0*0*",958734.125,1955132,"26380",0.03,0,0,0,0,0,0,0.02,0,0.02,0.09,0,0,0.32,0,0,0.01,0,0.01,0.06,0.01,0.01,0,0.01
"201602","20160213","1*0*0*8*2*0*1*0*0*0*",957009,1957796,"41390",0.01,0,0,0,0.03,0,0,0,0,0,0.04,0.03,0,0,0.02,0.06,0,0.04,0,0,0,0.01,0.01,0
"201602","20160229","1*0*0*7*3*0*9*0*0*0*",956619.3125,1957692,"41370",0.01,0,0.01,0,0,0.01,0,0.04,0,0.14,0,0,0.02,0.11,0,0,0.01,0.01,0.65,0.01,0,0,0,0
"201511","20151101","1*0*0*8*2*0*6*0*0*0*",957601.1875,1955449,"47760",0,0,0,0,0,0.2,0,0,0,0.06,0.05,0.02,0.01,0.05,0,0.01,0,0.02,0.01,0.01,0,0,0.02,0.15
"201601","20160131","1*0*0*7*3*0*7*0*0*0*",956566.1875,1954936,"44760",0,0,0,0,0,0,0,0,0,0.14,0.05,0,0,0.01,0.26,0.02,0.01,0,0.01,0,0.01,0.07,0.01,0.01
"201605","20160528","1*0*0*2*3*0*7*0*0*0*",955983.625,1957235,"43740",0,0,0,0,0,0,0.01,0.01,0.03,0,0.01,0,0,0.01,0.08,0.01,0,0.03,0.3,0,0.91,0,0,0
"201603","20160329","1*0*0*2*3*0*3*0*0*0*",955886.875,1955537,"26710",0,0.01,0,0,0,0,0,0,0,0,0.03,0.1,0.03,0.07,0.02,0,0,0,0.01,0,0,0,0,0
"201512","20151213","1*0*0*2*1*0*7*0*0*0*",956911.125,1954014,"26440",0,0.02,0,0,0,0,0.03,0,0.01,0,0.03,0.01,0.01,0.01,0.15,0.07,0.02,0,0.05,0.36,0.02,0,0,0.04
"201604","20160402","1*0*0*1*1*0*4*0*0*0*",957454.625,1953653,"26140",0,0.01,0.04,0,0,0,0,0,0,0.02,0.01,0,8.39,0.02,0,0.01,0.12,0.03,0.02,0,0,0.02,0.04,0
"201606","20160617","1*0*0*1*1*0*6*0*0*0*",960018.8125,1957850,"45740",0.03,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0.04,0.04,0,0,0.05,0.01,0.04,0.01,0,0
"201508","20150821","1*0*0*4*2*0*2*0*0*0*",957205.875,1954732,"44230",0.07,0,0.02,0,0,0,0,0,0.04,0.02,0,0.01,0.01,0,0.06,0.01,0.02,3.81,0.01,0.01,0.02,0,0,0
"201604","20160425","1*0*0*3*4*0*6*0*0*0*",960409.3125,1957078,"48880",0.01,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0.1,0.03,0,0.01,0.11,0.13,0.01,0.02,0,0.12,0,0.01
"201601","20160114","1*0*0*6*2*0*1*0*0*0*",957450.875,1955544,"11230",0.01,0,0,0,0,0,0,0,0.01,0.04,0.03,0,0.49,0.14,0.01,0.02,0.01,0,0,0.01,0.01,0.04,0.01,0.03
"201509","20150902","1*0*0*2*1*0*6*0*0*0*",960899.8125,1955392,"27140",0,0.01,0,0,0,0,0,0,0.22,0.06,0,0,0,0,0.04,0.1,0.01,0.01,0.01,0.09,0.09,0,0,0
"201508","20150819","1*0*0*6*4*0*5*0*0*0*",958777.8125,1956006,"11650",0.01,0,0,0,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.27,0.08,0.04,0.01,0.01,0.02,0,0.02,0,0,0.03,0.03
"201607","20160725","1*0*0*8*2*0*5*0*0*0*",961142.5,1955955,"47280",0,0.01,0,0,0,0,0.01,0,0,0,0.01,0,0.01,0.07,0.01,0.01,0,0.01,0.03,0.03,0,0.02,0.01,0.11
"201512","20151225","1*0*0*7*3*0*4*0*0*0*",957844.875,1954932,"47210",0,0.02,0,0,0,0,0,0,0.01,0,0,0.03,0,0,0,0,0.03,0,0,0,0.02,0,0,0.01
"201509","20150927","1*0*0*1*2*0*7*0*0*0*",960653.875,1954526,"28110",0.01,0,0,0,0,0,0,0,0,0.01,0,0,0.04,0.03,0,0.01,0.01,0.02,0.01,0,0.01,0,0.01,0
"201603","20160315","1*0*0*4*1*0*0*0*0*0*",959474.375,1955043,"26170",0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0.05,0.01,0.01,0,0,0,0.01,0.02,0
"201602","20160206","1*0*0*2*3*0*7*0*0*0*",960057.125,1954894,"26170",0,0,0,0,0,0.01,0,0.09,0,0,0,0.04,0.01,0,0,0,0,0,0,0.04,0.03,0.01,0.03,0
"201607","20160716","1*0*0*8*2*0*0*0*0*0*",956913.5,1957279,"26530",0.01,0.01,0,0,0,0,0,0.42,0.02,0,0,0.02,0,0.26,0,0,0.01,0,0,0.01,0.16,0.02,0,0.01
"201508","20150813","1*0*0*2*3*0*5*0*0*0*",960456.625,1954983,"11545",0.01,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.03,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0,0.01,0
"201607","20160710","1*0*0*1*1*0*8*0*0*0*",956567.8125,1955253,"27110",0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0.01,0.01,0.02,0.1,0.08,0.01,0.1,0.01
"201604","20160403","1*0*0*1*1*0*4*0*0*0*",957798.375,1954012,"41135",0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.01,0,0.02,0,0.03,0.01,0.04,0.01,0.2,0.01
"201509","20150913","1*0*0*8*1*0*5*0*0*0*",957551.6875,1957329,"47150",0,0,0,0,0.01,0,0,0.02,0,0.03,0.01,0,0.17,0.03,0.01,0,0,0,0.01,0.01,0.01,0.01,0,0
"201606","20160615","1*0*0*4*1*0*0*0*0*0*",956228.625,1957639,"45710",0,0,0,0,0,0,0.01,0,0,0.03,0.01,0,0,0,0.01,0.02,0,0.01,0.01,0.03,0,11.69,0,0.01
"201601","20160125","1*0*0*2*1*0*6*0*0*0*",956519.625,1955353,"26500",0,0,0,0,0,0,0.01,0,0.08,0,0,0.31,0,0,0,0.02,0.6,0,0.01,0.01,0,0.01,0,0
"201607","20160704","1*0*0*2*4*0*2*0*0*0*",959915.3125,1955694,"41590",0,0.01,0,0,0.02,0,0,0,0,0.06,0.02,0,0,0.01,0,0.03,0.01,0,0.01,0.01,0.01,0,0,0
